,Link,address,Bedrooms,Bathrooms,Car spaces,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Land area,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/26-19-angas-st-meadowbank-nsw-2114-2533183,"26/19 Angas St, Meadowbank",2,1,1,$650k,$700k,$500/w,$575/w,Unit 2007 82m2 1160m2 Residential - A 111/SP79422 ,15 Jan 2016 Sold $670k,1160m2,20 Dec 2007 Sold $530k,,82m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-18--19-bank-st-meadowbank-nsw-2114-18292662,"9/18-19 Bank St, Meadowbank",1,1,1,$400k,$450k,$300/w,$350/w,Unit 1968 43m2 1427m2 Residential - A 3-4/SP7351 ,31 Jul 2002 Sold $182k,1427m2,30 Jul 1999 Sold $126k,14 Feb 1984 Sold $40k,43m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-143-bowden-st-meadowbank-nsw-2114-9122874,"14/143 Bowden St, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2003 69m2 4498m2 Residential - A 14/SP71356 ,23 Dec 2015 Sold $590k,4498m2,"29 Sep 2015 Listed for Sale From $590,000",22 May 2007 Sold $370k,69m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-33-meadow-cres-meadowbank-nsw-2114-13229042,"9/33 Meadow Cres, Meadowbank",2,1,1,$400k,$450k,$350/w,$425/w,Unit 1965 65m2 1359m2 Residential - A ,22 Dec 2015 Sold $300k,1359m2,,,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/308-5-bay-dr-meadowbank-nsw-2114-17696830,"308/5 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Unit 2002 10526m2 Residential - A ,15 Dec 2015 Sold $1.31M,10526m2,16 Jul 2007 Sold $1.09M,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3-10-bank-st-meadowbank-nsw-2114-2077141,"3/10 Bank St, Meadowbank",2,1,1,$500k,$550k,$300/w,$350/w,Unit 1960 162m2 1228m2 Residential - A 3/SP2936 ,19 Sep 2016 Listed for Rent Rent By Negotiation $360-$410,1228m2,15 Dec 2015 Sold $485k,29 Sep 2015 Listed for Sale SOLD BY JACKSON+ROWE 8878 1999,162m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-14a-meadow-cres-meadowbank-nsw-2114-2189581,"12/14a Meadow Cres, Meadowbank",1,1,1,$400k,$450k,$300/w,$350/w,Unit 1960 40m2 1061m2 Residential - A 12/SP12359 ,15 Dec 2015 Sold $455k,1061m2,26 Oct 2015 Listed for Sale SOLD BY JACKSON+ROWE  8878 1999,07 Sep 2005 Sold $210k,40m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/36-2-bay-dr-meadowbank-nsw-2114-3408728,"36/2 Bay Dr, Meadowbank",3,2,2,$1.10M,$1.20M,$750/w,$850/w,Unit 2005 135m2 3862m2 Residential - A 36/SP74803 ,15 Dec 2015 Sold $1.31M,3862m2,10 Jun 2015 Listed for Sale Sold,16 Jul 2007 Sold $1.09M,135m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/37-143-bowden-st-meadowbank-nsw-2114-4323374,"37/143 Bowden St, Meadowbank",2,2,1,$700k,$750k,$650/w,$750/w,Unit 2003 107m2 4498m2 Residential - A 37/SP71356 ,15 Dec 2015 Sold $700k,4498m2,28 Jun 2002 Sold $570k,,107m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-9--11-meadow-cres-meadowbank-nsw-2114-13708542,"9/9-11 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1972 66m2 1202m2 Residential - A 9/SP6153 ,11 Nov 2019 Listed for Rent $420.00,1202m2,14 Dec 2015 Sold $640k,14 Oct 2015 Listed for Sale UNDER CONTRACT - INSPECTIONS CANCELLED,66m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/31-58-meadow-cres-meadowbank-nsw-2114-4605204,"31/58 Meadow Cres, Meadowbank",1,1,1,$385k,$471k,,,Unit 1974 40m2 2169m2 Residential - A 31/SP8852 ,14 Dec 2015 Sold $420k,2169m2,14 Jul 2011 Sold $303k,10 Jan 2003 Sold $194k,40m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/15-143-bowden-st-meadowbank-nsw-2114-5830612,"15/143 Bowden St, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Apartment 2003 123m2 4498m2 Residential - A 15/SP71356 ,11 Dec 2015 Sold $1.11M,4498m2,16 Oct 2015 Listed for Sale ***SOLD SOLD SOLD***,13 May 2010 Sold $630k,123m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-7a-bank-st-meadowbank-nsw-2114-2323654,"11/7a Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Apartment 1960 53m2 847m2 Residential - A 1/SP10704 ,07 Dec 2015 Sold $523k,847m2,04 Nov 2015 Listed for Rent **Deposit Taken**,"14 Oct 2015 Listed for Sale Auction, if not sold prior",53m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-7-bay-dr-meadowbank-nsw-2114-2284764,"14/7 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Apartment 2003 108m2 10526m2 Residential - A 242/SP77059 ,24 Nov 2015 Sold $820k,10526m2,"06 Oct 2015 Listed for Sale Offers above $790,000",09 Jun 2006 Sold $500k,108m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/8-13-bay-dr-meadowbank-nsw-2114-2496070,"8/13 Bay Dr, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Apartment 2007 83m2 1160m2 Residential - A 127/SP79422 ,24 Nov 2015 Sold $576k,1160m2,29 Oct 2007 Sold $380k,21 Oct 2005 Sold $380k,83m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/7-ross-smith-ave-meadowbank-nsw-2114-9262582,"7 Ross Smith Ave, Meadowbank",2,1,-,$2.00M,$2.20M,$425/w,$500/w,House 1980 273m2 657m2 Residence Residential - A 14/12059 ,02 May 2019 Listed for Rent $480,657m2,04 Dec 2015 Listed for Rent $450,23 Nov 2015 Sold $1.46M,273m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/23-38-meadow-cres-meadowbank-nsw-2114-2533483,"23/38 Meadow Cres, Meadowbank",2,1,1,$595k,$727k,,,Unit 1970 76m2 1884m2 Residential - A 23/SP4160 ,20 Nov 2015 Sold $675k,1884m2,01 May 1998 Sold $185k,01 May 1992 Sold $132k,76m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-37-meadow-cres-meadowbank-nsw-2114-2236529,"18/37 Meadow Cres, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1960 55m2 1178m2 Residential - A 18/SP11895 ,19 Nov 2015 Sold $330k,1178m2,12 Apr 2011 Sold $420k,01 Feb 2006 Sold $295k,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-9--11-meadow-cres-meadowbank-nsw-2114-13040670,"10/9-11 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1972 66m2 1202m2 Residential - A 10/SP6153 ,12 Dec 2018 Listed for Rent Deposit Taken,1202m2,06 Nov 2015 Sold $665k,21 Mar 2012 Sold $420k,66m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-41-meadow-cres-meadowbank-nsw-2114-2416133,"12/41 Meadow Cres, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1977 55m2 1132m2 Residential - A 12/SP12337 ,06 Nov 2015 Sold $540k,1132m2,12 Oct 2011 Sold $393k,07 May 2010 Sold $367k,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/203-115-bowden-st-meadowbank-nsw-2114-20702964,"203/115 Bowden St, Meadowbank",-,-,-,$800k,$900k,$500/w,$575/w,Unknown ,02 Nov 2015 Sold $899k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-5-bank-st-meadowbank-nsw-2114-13610305,"9/5 Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Apartment 1975 70m2 1236m2 Residential - A 9/SP21517 ,26 May 2020 Listed for Rent $390.00,1236m2,30 Oct 2015 Sold $540k,"26 Aug 2015 Listed for Sale Auction,
if not sold prior",70m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-9-bank-st-meadowbank-nsw-2114-3765236,"12/9 Bank St, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1970 70m2 1346m2 Residential - A 12/SP5587 ,28 Oct 2015 Sold $615k,1346m2,01 Sep 2015 Listed for Sale Sold,12 Sep 2011 Sold $380k,70m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/504-115-bowden-st-meadowbank-nsw-2114-20699286,"504/115 Bowden St, Meadowbank",2,2,1,$800k,$900k,$500/w,$575/w,Apartment ,13 Jul 2020 Listed for Rent Deposit Taken By Ray White Rhodes,,23 Oct 2015 Sold $944k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/46-25-angas-st-meadowbank-nsw-2114-10223520,"46/25 Angas St, Meadowbank",3,2,2,$1.00M,$1.10M,$650/w,$750/w,Unit 2006 132m2 10526m2 Residential - A 79/SP76502 ,22 Oct 2015 Sold $1.15M,10526m2,25 Nov 2010 Sold $850k,12 May 2006 Sold $1.03M,132m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-24--26-meadow-cres-meadowbank-nsw-2114-13959771,"12/24-26 Meadow Cres, Meadowbank",1,1,1,$450k,$500k,$250/w,$300/w,Unit 1965 44m2 2310m2 Residential - A 12/SP4008 ,22 Oct 2015 Sold $490k,2310m2,21 Dec 2011 Sold $330k,22 May 2007 Sold $220k,44m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/45-25-angas-st-meadowbank-nsw-2114-14038219,"45/25 Angas St, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Apartment 2006 111m2 10526m2 Residential - A 78/SP76502 ,20 Nov 2018 Listed for Rent Deposit Taken,10526m2,19 Oct 2015 Sold $925k,"11 Aug 2015 Listed for Sale Offers Over $920,000",111m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/7-4--8-angas-st-meadowbank-nsw-2114-19556024,"7/4-8 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 1841m2 ,06 Oct 2015 Sold $800k,1841m2,01 Aug 2014 Sold $594k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/7-141-bowden-st-meadowbank-nsw-2114-4275503,"7/141 Bowden St, Meadowbank",2,2,1,$700k,$750k,$425/w,$500/w,Apartment 2003 97m2 4877m2 Residential - A 7/SP72616 ,21 Sep 2015 Sold $722k,4877m2,25 Apr 2004 Sold $480k,24 May 2002 Sold $480k,97m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-13--14-bank-st-meadowbank-nsw-2114-13144430,"9/13-14 Bank St, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit 1971 80m2 1654m2 Residential - A 9/SP6053 ,18 Sep 2015 Sold $610k,1654m2,30 Jul 2015 Listed for Sale Auction,13 May 2003 Sold $313k,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-20-meadow-cres-meadowbank-nsw-2114-15924997,"10/20 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1960 61m2 735m2 Residential - A ,18 Sep 2015 Sold $605k,735m2,03 Sep 1998 Sold $154k,,61m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/97-141-bowden-st-meadowbank-nsw-2114-2232859,"97/141 Bowden St, Meadowbank",3,2,2,$1.10M,$1.20M,$650/w,$750/w,Apartment 2004 103m2 4877m2 Residential - A 97/SP72616 ,14 Sep 2015 Sold $1.05M,4877m2,23 Dec 2005 Sold $850k,,103m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3-9--11-meadow-cres-meadowbank-nsw-2114-12774122,"3/9-11 Meadow Cres, Meadowbank",2,2,1,$500k,$550k,$350/w,$425/w,Unit 1972 228m2 1176m2 Residential - A 3/SP6153 ,13 Sep 2015 Sold $300k,1176m2,19 Apr 1991 Sold $130k,27 Apr 1988 Sold $96k,228m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/9-1-bay-dr-meadowbank-nsw-2114-2561465,"9/1 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Apartment 2006 87m2 10526m2 Residential - A 9/SP76502 ,10 Sep 2015 Sold $945k,10526m2,28 Jan 2009 Sold $520k,14 Feb 2008 Sold $550k,87m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/24-38-meadow-cres-meadowbank-nsw-2114-5005810,"24/38 Meadow Cres, Meadowbank",2,1,1,$561k,$685k,,,Unit 1969 232m2 1884m2 Residential - A 24/SP4160 ,04 Sep 2015 Sold $630k,1884m2,10 Aug 2009 Sold $374k,13 Jan 1995 Sold $129k,232m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6-35-meadow-cres-meadowbank-nsw-2114-3250376,"6/35 Meadow Cres, Meadowbank",2,1,1,$514k,$629k,,,Unit 1970 198m2 1295m2 Residential - A 34/SP4642 ,03 Sep 2015 Sold $591k,1295m2,18 Jul 2008 Sold $300k,18 Sep 2003 Sold $290k,198m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3-27--31-bank-st-meadowbank-nsw-2114-18313312,"3/27-31 Bank St, Meadowbank",1,1,2,$366k,$447k,,,Unit 1995 113m2 1792m2 Business - B 3/SP49481 ,31 Aug 2015 Sold $370k,1792m2,19 Oct 1998 Sold $180k,,113m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/38-7-bay-dr-meadowbank-nsw-2114-4236640,"38/7 Bay Dr, Meadowbank",3,2,3,$1.00M,$1.10M,$650/w,$750/w,Apartment 2006 174m2 10526m2 Residential - A 266/SP77059 ,28 Aug 2015 Sold $1.06M,10526m2,16 Jan 2014 Sold $835k,20 Mar 2009 Sold $745k,174m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-4--8-angas-st-meadowbank-nsw-2114-19552281,"4/4-8 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 100m2 1841m2 ,19 Aug 2015 Sold $762k,1841m2,17 Jun 2013 Sold ,,100m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/38-2-bay-dr-meadowbank-nsw-2114-3402585,"38/2 Bay Dr, Meadowbank",3,2,2,$1.20M,$1.30M,$750/w,$850/w,Unit 2000 134m2 3862m2 Residential - A 38/SP74803 ,17 Aug 2015 Sold $1.30M,3862m2,21 Jul 2015 Listed for Rent $880,27 Apr 2015 Listed for Sale Contact Agent,134m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/42-2-underdale-lane-meadowbank-nsw-2114-14874508,"42/2 Underdale Lane, Meadowbank",1,1,1,$519k,$634k,,,Apartment 2009 73m2 468m2 Residential - A 1/DP958444 ,11 Aug 2015 Sold $520k,468m2,"28 Apr 2015 Listed for Sale Offers Over $530,000",,73m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/81-2-underdale-lane-meadowbank-nsw-2114-14874555,"81/2 Underdale Lane, Meadowbank",1,1,1,$518k,$634k,,,Unit 2009 68m2 468m2 Residential - A 1/DP958444 ,11 Aug 2015 Sold $520k,468m2,"22 Apr 2015 Listed for Sale Offers Over $535,000",,68m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/62-2-underdale-lane-meadowbank-nsw-2114-9234214,"62/2 Underdale Lane, Meadowbank",1,1,1,$522k,$637k,,,Apartment 2009 85m2 468m2 Residential - A 1/DP958444 ,"13 May 2015 Listed for Sale Offers Over $540,000",468m2,,,85m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2702-11-angas-st-meadowbank-nsw-2114-19584766,"2702/11 Angas St, Meadowbank",3,2,2,$1.00M,$1.10M,$650/w,$750/w,Unit 2014 6528m2 ,10 Aug 2015 Sold $1.24M,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-47-meadow-cres-meadowbank-nsw-2114-12729949,"11/47 Meadow Cres, Meadowbank",1,1,1,$375k,$400k,$300/w,$350/w,Unit 1973 41m2 756m2 Residential - A 11/SP7621 ,06 Aug 2015 Sold $398k,756m2,"21 May 2015 Listed for Sale $398,000",05 Feb 1979 Sold $22k,41m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/23-7-bay-dr-meadowbank-nsw-2114-2297595,"23/7 Bay Dr, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Apartment 2006 102m2 10526m2 Residential - A 251/SP77059 ,05 Aug 2015 Sold $998k,10526m2,"30 Mar 2015 Listed for Sale Forthcoming Auction - Guide Over $1,000,000","13 Mar 2015 Listed for Sale Offers Over $1,000,000.00",102m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2-7a-bank-st-meadowbank-nsw-2114-16086510,"2/7a Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1960 55m2 847m2 Residential - A 1/SP10704 ,28 Jul 2015 Sold $540k,847m2,"09 Jun 2015 Listed for Sale Offers Over $520,000",03 Mar 2015 Rented $390,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/44-21-bay-dr-meadowbank-nsw-2114-20323715,"44/21 Bay Dr, Meadowbank",3,2,2,$550k,$600k,$425/w,$500/w,Unit 2015 1785m2 ,27 Jul 2015 Sold $750k,1785m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/46-2-bay-dr-meadowbank-nsw-2114-3397314,"46/2 Bay Dr, Meadowbank",3,2,2,$800k,$900k,$500/w,$575/w,Unit 2000 12m2 3862m2 Residential - A 46/SP74803 ,16 Jun 2005 Sold $10k,3862m2,,,12m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-2-bay-dr-meadowbank-nsw-2114-3397316,"18/2 Bay Dr, Meadowbank",3,2,2,$1.10M,$1.20M,$750/w,$850/w,Unit 2005 133m2 3862m2 Residential - A 18/SP74803 ,16 Jun 2005 Sold $1.05M,3862m2,09 Mar 2004 Sold $1.05M,,133m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/24-38--40-meadow-cres-meadowbank-nsw-2114-18547365,"24/38-40 Meadow Cres, Meadowbank",2,1,1,$600k,$650k,$350/w,$425/w,Unit ,24 Jul 2015 Sold $630k,,"11 Jul 2015 Listed for Sale $630,000",,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-28-meadow-cres-meadowbank-nsw-2114-2064493,"4/28 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Apartment 1986 54m2 1148m2 Residential - A 4/SP36491 ,24 Jul 2015 Sold $580k,1148m2,"09 Jun 2015 Listed for Sale Offers above $490,000",07 Aug 2014 Rented $400,54m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5-6a-bank-st-meadowbank-nsw-2114-13477401,"5/6a Bank St, Meadowbank",2,1,1,$500k,$550k,$300/w,$350/w,Apartment 1976 53m2 1151m2 Residential - A 5/SP10706 ,31 Jul 2015 Rented $420,1151m2,23 Jul 2015 Sold $535k,07 Jul 2015 Listed for Rent $420,53m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/25-1-bay-dr-meadowbank-nsw-2114-2475143,"25/1 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Apartment 2006 88m2 10526m2 Residential - A 25/SP76502 ,15 Jul 2015 Sold $895k,10526m2,15 Oct 2008 Sold $550k,18 Sep 2007 Sold $570k,88m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/30-13-bay-dr-meadowbank-nsw-2114-2499485,"30/13 Bay Dr, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2007 1160m2 Residential - A 149/SP79422 ,08 Jul 2015 Sold $830k,1160m2,15 Jun 2011 Sold $592k,29 Oct 2007 Sold $675k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/32-2-underdale-lane-meadowbank-nsw-2114-14874499,"32/2 Underdale Lane, Meadowbank",1,1,1,$555k,$678k,,,Apartment 2009 468m2 Residential - A 1/DP958444 ,05 May 2020 Listed for Rent APPLICATION APPROVED & DEPOSIT TAKEN,468m2,26 Sep 2017 Rented $480,29 Aug 2017 Listed for Rent $480 - $520 per week,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/326-9-bay-dr-meadowbank-nsw-2114-2566760,"326/9 Bay Dr, Meadowbank",2,2,1,$650k,$700k,$500/w,$575/w,Unit 2007 1160m2 Residential - A 326/SP79422 ,30 Jun 2015 Sold $6.80k,1160m2,22 Feb 2008 Sold $6.80k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3209-3--9-angas-st-meadowbank-nsw-2114-18998481,"3209/3-9 Angas St, Meadowbank",2,2,1,$661k,$894k,,,Apartment 2014 6528m2 Residential - A 125/SP91188 ,29 Jun 2015 Sold $820k,6528m2,24 Apr 2015 Sold $650k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6005-3--9-angas-st-meadowbank-nsw-2114-19002194,"6005/3-9 Angas St, Meadowbank",1,1,1,$584k,$714k,,,Apartment 2014 73m2 6528m2 Residential - A 181/SP91188 ,27 Apr 2015 Sold $495k,6528m2,19 Oct 2013 Sold $495k,,73m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1108-13-angas-st-meadowbank-nsw-2114-19140768,"1108/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2014 6528m2 Residential - A 15/SP91188 ,26 Jun 2015 Sold $735k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5305-3--9-angas-st-meadowbank-nsw-2114-19718633,"5305/3-9 Angas St, Meadowbank",2,2,1,$790k,$965k,,,Unit 2015 80m2 6528m2 Residential - A 177/SP91188 ,26 Jun 2015 Sold $800k,6528m2,24 Apr 2015 Sold $650k,,80m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/39-23-angas-st-meadowbank-nsw-2114-2291571,"39/23 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2006 124m2 10526m2 Residential - A 225/SP77059 ,22 Jun 2015 Sold $770k,10526m2,"06 May 2015 Listed for Sale Offers Over $765,000",16 Jun 2006 Sold $575k,124m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/130-15--17-angas-st-meadowbank-nsw-2114-14978961,"130/15-17 Angas St, Meadowbank",2,1,1,$516k,$698k,,,Unit 2009 2m2 2894m2 Residential - A 130/SP82318 ,19 Jun 2015 Sold $541k,2894m2,23 Sep 2011 Sold $429k,,2m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6-3-bay-dr-meadowbank-nsw-2114-14103226,"6/3 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Apartment 2006 90m2 10526m2 Residential - A 86/SP76502 ,17 Jun 2015 Sold $860k,10526m2,,,90m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3-7-meadow-cres-meadowbank-nsw-2114-4416763,"3/7 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$425/w,$500/w,Apartment 1970 61m2 1243m2 Residential - A 3/SP6646 ,19 Jul 2016 Rented $490,1243m2,16 Jun 2015 Sold $620k,11 Jun 2015 Listed for Rent $470,61m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/38-5-bay-dr-meadowbank-nsw-2114-14038374,"38/5 Bay Dr, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Unit 2006 85m2 10526m2 Residential - A 163/SP76502 ,09 Jun 2015 Sold $820k,10526m2,17 Mar 2006 Sold $750k,,85m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1307-13-angas-st-meadowbank-nsw-2114-19767217,"1307/13 Angas St, Meadowbank",1,1,1,$700k,$750k,$500/w,$575/w,Unit 2014 6528m2 ,04 Jun 2015 Sold $765k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6-143-bowden-st-meadowbank-nsw-2114-5980275,"6/143 Bowden St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2003 104m2 4498m2 Residential - A 6/SP71356 ,03 Jun 2015 Sold $808k,4498m2,03 Apr 2015 Listed for Sale SOLD PRIOR TO AUCTION,16 Jun 2010 Sold $610k,104m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-21--27-meadow-cres-meadowbank-nsw-2114-18112563,"4/21-27 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$350/w,$425/w,Unit 1980 236m2 4643m2 Residential - A 4/SP6451 ,02 Jun 2015 Sold $550k,4643m2,27 Sep 2004 Sold $270k,21 Dec 2000 Sold $188k,236m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/43-2-bay-dr-meadowbank-nsw-2114-3397364,"43/2 Bay Dr, Meadowbank",3,2,2,$800k,$900k,$750/w,$850/w,Unit 2000 12m2 3862m2 Residential - A 43/SP74803 ,02 Jun 2015 Sold $1.38M,3862m2,,,12m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/39-2-bay-dr-meadowbank-nsw-2114-3397365,"39/2 Bay Dr, Meadowbank",4,2,2,$1.50M,$1.60M,$850/w,$950/w,Apartment 2000 179m2 3862m2 Residential - A 39/SP74803 ,02 Jun 2015 Sold $1.38M,3862m2,07 Sep 2011 Rented $775,01 Jul 2005 Sold $1.27M,179m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/31-72--78-constitution-rd-w-meadowbank-nsw-2114-14280162,"31/72-78 Constitution Rd W, Meadowbank",2,2,1,$687k,$840k,,,Unit 2002 107m2 3505m2 Residential - A 31/SP67799 ,23 Mar 2017 Rented $530,3505m2,13 Mar 2017 Listed for Rent $530,01 Jun 2015 Sold $726k,107m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-18--19-bank-st-meadowbank-nsw-2114-15918443,"4/18-19 Bank St, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit 1973 45m2 1427m2 Residential - A 4/SP7351 ,17 Jul 2019 Listed for Rent $380,1427m2,28 May 2015 Listed for Rent $430,27 May 2015 Sold $525k,45m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1203-13-angas-st-meadowbank-nsw-2114-19766486,"1203/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Apartment 2014 6528m2 ,27 May 2015 Sold $615k,6528m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/19-58-meadow-cres-meadowbank-nsw-2114-2271417,"19/58 Meadow Cres, Meadowbank",1,1,1,$457k,$558k,,,Unit 1975 40m2 2188m2 Residential - A 19/SP8852 ,26 May 2015 Sold $473k,2188m2,26 Apr 2013 Rented $350,10 May 2006 Sold $225k,40m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1306-13-angas-st-meadowbank-nsw-2114-19139876,"1306/13 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 6528m2 Residential - A 31/SP91188 ,15 May 2015 Sold $650k,6528m2,,,
