,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/102-bella-vista-dr-bella-vista-nsw-2153-3458684,"102 Bella Vista Dr, Bella Vista",4,3,2,243m2,687m2,$1.40M,$1.50M,$750/w,$850/w,House 2000 243m2 687m2 Residential - A 662/849483 ,04 Dec 2018 Listed for Rent Leased by Starr Partners Bella Vista,07 Sep 2017 Listed for Rent $800 Per Week,15 Apr 2014 Sold $1.13M
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/60-linden-way-bella-vista-nsw-2153-4431679,"60 Linden Way, Bella Vista",4,2,2,230m2,323m2,$1.20M,$1.30M,$650/w,$750/w,House 2000 230m2 323m2 Residence Residential - A 44/270240 ,15 Apr 2014 Sold $870k,11 Feb 2003 Sold $569k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/4-quindalup-pl-bella-vista-nsw-2153-12787907,"4 Quindalup Pl, Bella Vista",4,2,2,204m2,701m2,$1.30M,$1.40M,$650/w,$750/w,House 1996 204m2 701m2 Residential - A 54/837624 ,14 Apr 2014 Sold $951k,15 May 1997 Sold $152k,04 Oct 1995 Sold $152k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/12-hindle-tce-bella-vista-nsw-2153-12307842,"12 Hindle Tce, Bella Vista",5,2,2,288m2,717m2,$1.50M,$1.60M,$850/w,$950/w,House 2000 288m2 717m2 Residential - A 803/865357 ,11 Apr 2014 Sold $1.30M,18 Jan 1999 Sold $250k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/29-francesco-cres-bella-vista-nsw-2153-13802544,"29 Francesco Cres, Bella Vista",4,3,2,291m2,699m2,$1.40M,$1.50M,$650/w,$750/w,House 1995 291m2 699m2 Residential - A 11/845093 ,11 Apr 2014 Sold $965k,03 May 1995 Sold $142k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/12-linden-way-bella-vista-nsw-2153-4463625,"12 Linden Way, Bella Vista",4,2,2,207m2,351m2,$1.30M,$1.40M,$650/w,$750/w,House 2005 207m2 351m2 Residence Residential - A 31/270240 ,15 Aug 2017 Rented $795,11 Aug 2017 Listed for Rent $795 Per Week,24 Jul 2017 Listed for Rent $795.00 per week
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/16-sacoya-ave-bella-vista-nsw-2153-19265980,"16 Sacoya Ave, Bella Vista",5,3,2,286m2,700m2,$1.60M,$1.80M,$650/w,$750/w,House 1996 286m2 700m2 Residential - A 211/844006 ,08 Apr 2014 Sold $1.06M,19 Jan 2007 Sold $735k,14 Jan 1998 Sold $390k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/14-middlebrook-rise-bella-vista-nsw-2153-4265217,"14 Middlebrook Rise, Bella Vista",5,3,7,508m2,845m2,$2.40M,$2.60M,$750/w,$850/w,House 2004 508m2 845m2 Residence Residential - A 304/1032021 ,01 Apr 2014 Sold $1.80M,07 May 2010 Sold $1.70M,28 May 2004 Sold $1.56M
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/3-montreux-rise-bella-vista-nsw-2153-12090069,"3 Montreux Rise, Bella Vista",4,4,3,503m2,765m2,$2.40M,$2.60M,$650/w,$750/w,House 2012 503m2 765m2 Vacant Land Residential - A 2203/1157558 ,28 Mar 2014 Sold $1.75M,25 Jul 2011 Sold $575k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/66-linden-way-bella-vista-nsw-2153-4312240,"66 Linden Way, Bella Vista",4,2,2,228m2,346m2,$1.20M,$1.30M,$650/w,$750/w,House 2004 228m2 346m2 Residence Residential - A 59/270240 ,24 Mar 2014 Sold $960k,19 Dec 2003 Sold $618k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/18-stonybrook-tce-bella-vista-nsw-2153-6522594,"18 Stonybrook Tce, Bella Vista",5,3,3,340m2,715m2,$2.00M,$2.20M,$850/w,$950/w,House 2010 340m2 715m2 Vacant Land Residential - A 2013/1130088 ,24 Mar 2014 Sold $1.52M,22 Mar 2010 Sold $570k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/23-bella-vista-dr-bella-vista-nsw-2153-12624456,"23 Bella Vista Dr, Bella Vista",5,3,3,205m2,777m2,$1.40M,$1.50M,$850/w,$950/w,House 2000 205m2 777m2 Residential - A 505/844927 ,21 Mar 2014 Sold $1.03M,04 Apr 1996 Sold $150k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/4-montpellier-rise-bella-vista-nsw-2153-14991804,"4 Montpellier Rise, Bella Vista",6,4,3,545m2,803m2,,,$650/w,$750/w,House 2012 545m2 803m2 Residential - A 2601/1134550 ,18 Mar 2014 Sold $2.25M,17 May 2010 Sold $569k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/11-wirrabrook-rise-bella-vista-nsw-2153-15854807,"11 Wirrabrook Rise, Bella Vista",5,5,3,523m2,745m2,$1.86M,$2.79M,$750/w,$850/w,House 2012 523m2 745m2 Vacant Land Residential - A 2105/1167970 ,06 Mar 2014 Sold $845k,04 Jun 2012 Sold $609k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/18a-springfield-cres-bella-vista-nsw-2153-13622529,"18a Springfield Cres, Bella Vista",4,2,2,151m2,237m2,$1.00M,$1.10M,$575/w,$650/w,House 1996 151m2 237m2 Residential - A ,30 Jul 2018 Listed for Rent $650,01 Mar 2014 Sold $864k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/106-bella-vista-dr-bella-vista-nsw-2153-9105797,"106 Bella Vista Dr, Bella Vista",5,3,3,326m2,715m2,$1.60M,$1.80M,$1100/w,$1250/w,House 1999 326m2 715m2 Residential - A 660/849483 ,28 Feb 2014 Sold $1.23M,01 Jun 1999 Sold $260k,01 Mar 1996 Sold $158k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/22-waterfall-cres-bella-vista-nsw-2153-13082062,"22 Waterfall Cres, Bella Vista",4,2,2,315m2,876m2,$1.60M,$1.80M,$650/w,$750/w,House 2001 315m2 876m2 Residential - A 202/1020815 ,21 Feb 2014 Sold $1.11M,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/85-edgewater-dr-bella-vista-nsw-2153-4291220,"85 Edgewater Dr, Bella Vista",6,4,3,408m2,722m2,$2.20M,$2.40M,$950/w,$1100/w,House 2005 408m2 722m2 Vacant Land Residential - A 1127/1046919 ,20 Feb 2014 Sold $1.20M,27 May 2013 Sold $1.14M,03 Mar 2004 Sold $530k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/15-melanie-pl-bella-vista-nsw-2153-14844888,"15 Melanie Pl, Bella Vista",4,2,2,263m2,1128m2,$1.40M,$1.50M,$575/w,$650/w,House 1990 263m2 1128m2 Residential - A 302/1181378 ,,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/67-bingara-cres-bella-vista-nsw-2153-19416601,"67 Bingara Cres, Bella Vista",4,2,2,170m2,730m2,$1.30M,$1.40M,$650/w,$750/w,House 1995 170m2 730m2 Residential - A 2006/839376 ,17 Feb 2014 Sold $999k,06 Dec 2006 Sold $625k,29 Jun 1994 Sold $142k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/9-bronzewing-tce-bella-vista-nsw-2153-4528741,"9 Bronzewing Tce, Bella Vista",4,3,3,394m2,700m2,$2.60M,$2.80M,$1100/w,$1250/w,House 2005 394m2 700m2 Vacant Land Residential - A 638/1038607 ,29 Jan 2014 Sold $1.56M,10 May 2002 Sold $423k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/67-prestige-ave-bella-vista-nsw-2153-4978362,"67 Prestige Ave, Bella Vista",4,3,2,296m2,700m2,$1.40M,$1.50M,$850/w,$950/w,House 2003 296m2 700m2 Residence Residential - A 18/1036073 ,28 Jan 2014 Sold $1.10M,29 Jul 2009 Sold $830k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/8-goldfinch-cres-bella-vista-nsw-2153-2392378,"8 Goldfinch Cres, Bella Vista",3,2,2,162m2,281m2,$1.00M,$1.10M,$650/w,$750/w,House 1997 162m2 281m2 Residential - A 12/270066 ,24 Jan 2014 Sold $745k,30 Jan 2007 Sold $480k,14 Apr 2000 Sold $390k
