,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-badajoz-rd-ryde-nsw-2112-12784995,"6 Badajoz Rd, Ryde",3,2,1,770m2,$1.60M,$1.80M,$500/w,$575/w,House 1984 770m2 Residential - A 31/DP9571 ,29 Apr 2020 Sold ,07 Nov 1984 Sold $88k,,07 Nov 1984 Sold $88k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-constitution-rd-ryde-nsw-2112-12907803,"29 Constitution Rd, Ryde",2,1,1,322m2,$1.20M,$1.30M,$425/w,$500/w,House 1991 322m2 Residential - A A/445233 ,25 Apr 2020 Sold $1.09M,10 Aug 2015 Sold $730k,,10 Dec 1991 Sold $143k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/38-providence-rd-ryde-nsw-2112-12801475,"38 Providence Rd, Ryde",3,1,1,849m2,$1.60M,$1.80M,$500/w,$575/w,House 1979 849m2 Residential - A D/DP389364 ,24 Apr 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/54-shepherd-st-ryde-nsw-2112-4748182,"54 Shepherd St, Ryde",4,2,2,685m2,$1.50M,$1.60M,$575/w,$650/w,House 1984 685m2 Residential - A 5/13508 ,23 Apr 2020 Sold ,29 May 2000 Sold $93k,,28 Feb 1984 Sold $89k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/81-potts-st-ryde-nsw-2112-2222238,"81 Potts St, Ryde",5,2,3,600m2,$2.20M,$2.40M,$575/w,$650/w,House 2004 600m2 Residential - A 2/29330 ,22 Apr 2020 Sold ,08 Nov 2004 Sold $791k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-colston-st-ryde-nsw-2112-13830066,"26 Colston St, Ryde",8,4,2,491m2,$2.00M,$2.20M,$1250/w,$1400/w,House 1946 95m2 491m2 Residential - A 17/DP10358 ,18 Apr 2020 Sold ,"11 Apr 2019 Listed for Rent $1,200",95m2,30 Nov 2015 Sold $1.42M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7a-sewell-st-ryde-nsw-2112-2400064,"7a Sewell St, Ryde",5,3,2,696m2,$2.20M,$2.40M,$500/w,$575/w,House 2008 322m2 696m2 Residential - A D/DP327043 ,18 Apr 2020 Sold $2.40M,01 Feb 2007 Sold $460k,322m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-fawcett-st-ryde-nsw-2112-12680020,"17 Fawcett St, Ryde",3,2,2,696m2,$1.40M,$1.50M,$575/w,$650/w,House 1957 696m2 Residential - A 12/DP29029 ,17 Apr 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/170-quarry-rd-ryde-nsw-2112-12424839,"170 Quarry Rd, Ryde",3,2,1,796m2,$1.60M,$1.80M,$500/w,$575/w,House 1972 796m2 Residential - A A/DP380090 ,16 Apr 2020 Sold ,25 Jul 2006 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-turner-ave-ryde-nsw-2112-13680653,"17 Turner Ave, Ryde",2,1,1,657m2,$1.50M,$1.60M,$650/w,$750/w,House 1991 657m2 Residential - A 19/DP7793 ,16 Apr 2020 Sold $1.29M,"11 Mar 2020 Listed for Sale For Sale $1,300,000-$1,400,000",,07 Jun 1991 Sold $105k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/85a-buffalo-rd-ryde-nsw-2112-4748092,"85a Buffalo Rd, Ryde",3,2,1,321m2,$1.40M,$1.50M,$575/w,$650/w,House 2000 321m2 Residential - A 171/858597 ,15 Apr 2020 Sold $1.20M,"26 Feb 2020 Listed for Sale For Sale $1,320,000",,11 May 2000 Sold $388k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-colston-st-ryde-nsw-2112-4463420,"23 Colston St, Ryde",3,2,2,570m2,$1.50M,$1.60M,$575/w,$650/w,House 2001 570m2 Residence Residential - A 15/10358 ,14 Apr 2020 Sold $1.45M,"25 Mar 2020 Listed for Sale $1,450,000",,09 Aug 2002 Sold $525k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-clermont-ave-ryde-nsw-2112-2304861,"23 Clermont Ave, Ryde",5,2,1,696m2,$2.20M,$2.40M,$650/w,$750/w,House 2011 330m2 696m2 Residence Residential - A 12/12753 ,11 Apr 2020 Sold $2.35M,14 Jul 2006 Sold $640k,330m2,04 Aug 2001 Sold $511k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-278-quarry-rd-ryde-nsw-2112-13037051,"5/278 Quarry Rd, Ryde",4,3,3,280m2,$1.30M,$1.40M,$575/w,$650/w,House 1989 280m2 Residential - A ,09 Apr 2020 Sold $1.30M,04 Nov 2018 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/57-lavarack-st-ryde-nsw-2112-4684144,"57 Lavarack St, Ryde",4,1,2,557m2,$1.40M,$1.50M,$650/w,$750/w,House 1960 126m2 557m2 Residence Residential - A 47/210723 ,08 Apr 2020 Sold $1.49M,26 Mar 2020 Listed for Sale Auction (if not sold prior),126m2,06 Apr 2001 Sold $368k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-fisher-ave-ryde-nsw-2112-13462877,"1 Fisher Ave, Ryde",2,1,1,815m2,$1.60M,$1.80M,$500/w,$575/w,House 1940 10m2 815m2 Residence Residential - A 241/12999 ,07 Apr 2020 Sold $1.74M,11 Nov 2011 Sold $901k,10m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-gowrie-st-ryde-nsw-2112-20878929,"1 Gowrie St, Ryde",-,-,-,,,,$300/w,$350/w,House ,07 Apr 2020 Sold $3.43M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-callaghan-st-ryde-nsw-2112-2090146,"16 Callaghan St, Ryde",3,1,3,581m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 96m2 581m2 Residential - A 6/35626 ,03 Apr 2020 Sold $1.56M,30 Jan 2017 Sold $1.65M,96m2,04 Nov 2004 Sold $510k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-rickard-st-ryde-nsw-2112-13710860,"7 Rickard St, Ryde",4,2,2,622m2,$1.60M,$1.80M,$750/w,$850/w,House 1950 622m2 Residential - A 32/7465 ,02 Apr 2020 Sold $1.60M,11 Mar 2020 Listed for Sale SOLD,,04 Feb 1987 Sold $120k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1a-thistle-st-ryde-nsw-2112-4280761,"1a Thistle St, Ryde",3,2,1,335m2,$1.30M,$1.40M,$650/w,$750/w,House 1999 335m2 Residence Residential - A 2/DP878009 ,01 Apr 2020 Sold $1.33M,22 Nov 2018 Sold ,,07 Apr 2004 Sold $600k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/96--98-blaxland-rd-ryde-nsw-2112-13215528,"96-98 Blaxland Rd, Ryde",2,1,1,374m2,$1.50M,$1.60M,$425/w,$500/w,House 1968 374m2 Residential - A 1/DP958707 ,31 Mar 2020 Sold ,05 Sep 2019 Sold ,,22 Nov 2018 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/791-victoria-rd-ryde-nsw-2112-13052948,"791 Victoria Rd, Ryde",3,2,2,540m2,$1.40M,$1.50M,$575/w,$650/w,House 1969 540m2 Residential - A 12/DP436432 ,30 Mar 2020 Sold $1.15M,06 Mar 2020 Listed for Sale Private Auction April 4 at 10am,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-addington-ave-ryde-nsw-2112-13234321,"14 Addington Ave, Ryde",3,2,2,599m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 7m2 599m2 Residential - A 121/DP10504 ,30 Mar 2020 Sold ,,7m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/46-potts-st-ryde-nsw-2112-4815180,"46 Potts St, Ryde",3,2,2,582m2,$1.80M,$2.00M,$650/w,$750/w,House 1999 582m2 Residential - A 4/9447 ,28 Mar 2020 Sold $1.66M,28 Feb 2020 Listed for Sale Private Auction on Saturday 28th March at 2.30pm,,11 Nov 1999 Sold $395k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/163-buffalo-rd-ryde-nsw-2112-2115318,"163 Buffalo Rd, Ryde",4,1,1,1011m2,$2.20M,$2.40M,$650/w,$750/w,House 1980 1011m2 Residential - A 2/8853 ,27 Mar 2020 Sold $2.03M,22 Oct 2007 Sold $665k,,16 Mar 2005 Sold $570k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/103-north-rd-ryde-nsw-2112-12699744,"103 North Rd, Ryde",3,1,1,689m2,$1.40M,$1.50M,$650/w,$750/w,House 1960 100m2 689m2 Residential - A 20/25448 ,25 Mar 2020 Sold $1.50M,18 Nov 2015 Sold $1.30M,100m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-watts-rd-ryde-nsw-2112-4814692,"39 Watts Rd, Ryde",4,2,1,797m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 797m2 Residence Residential - A 4/20178 ,24 Mar 2020 Sold $1.71M,24 Aug 2018 Listed for Sale Expressions of Interest,,17 Apr 2009 Sold $740k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/54-greene-ave-ryde-nsw-2112-13349608,"54 Greene Ave, Ryde",3,1,1,576m2,$1.40M,$1.50M,$575/w,$650/w,House 1981 576m2 Residential - A 28/DP23652 ,09 Apr 2020 Listed for Rent **DEPOSIT TAKEN**,21 Mar 2020 Sold $1.45M,,"05 Mar 2020 Listed for Sale $1,450,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-eileen-st-ryde-nsw-2112-13625397,"5 Eileen St, Ryde",3,2,2,607m2,$2.00M,$2.20M,$500/w,$575/w,House 1950 104m2 607m2 Residential - A 7/DP24598 ,20 Mar 2020 Sold $2.41M,21 Aug 2017 Sold $1.70M,104m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-kells-rd-ryde-nsw-2112-2272166,"25 Kells Rd, Ryde",5,3,2,518m2,$2.80M,$3.00M,$650/w,$750/w,House 1985 315m2 518m2 Residence Residential - A 43/35796 ,20 Mar 2020 Sold $2.85M,05 Sep 2017 Sold $3.02M,315m2,05 May 2006 Sold $640k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2a-parkes-st-ryde-nsw-2112-20951843,"2a Parkes St, Ryde",-,-,-,,$1.60M,$1.80M,,,House ,14 Mar 2020 Sold $1.65M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-zola-ave-ryde-nsw-2112-12298314,"17 Zola Ave, Ryde",3,2,2,543m2,$2.20M,$2.40M,$500/w,$575/w,House 1979 543m2 Residential - A 13/DP28191 ,13 Mar 2020 Sold $3.00M,05 Apr 2018 Sold $1.51M,,22 Jan 2018 Listed for Sale Auction This Saturday Onsite
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-crescent-ave-ryde-nsw-2112-12755830,"6 Crescent Ave, Ryde",2,1,1,866m2,$1.60M,$1.80M,$425/w,$500/w,House 1980 866m2 Residential - A 2/DP12894 ,13 Mar 2020 Sold $1.36M,03 Apr 2018 Sold $1.30M,,"18 Jan 2018 Listed for Sale Price Guide $1,200,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-aeolus-ave-ryde-nsw-2112-13820915,"22 Aeolus Ave, Ryde",4,2,2,349m2,$1.48M,$2.22M,$575/w,$650/w,House 1980 349m2 Residential - A 51/12753 ,12 Mar 2020 Sold ,04 Mar 1985 Sold $118k,,04 Mar 1985 Sold $118k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-olive-st-ryde-nsw-2112-12987730,"17 Olive St, Ryde",3,2,1,588m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 588m2 Residential - A 5/DP26473 ,11 Mar 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-suttor-ave-ryde-nsw-2112-13104788,"3 Suttor Ave, Ryde",4,2,1,658m2,$1.50M,$1.60M,$575/w,$650/w,House 1979 658m2 Residential - A 37/DP11918 ,11 Mar 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/27-bruce-st-ryde-nsw-2112-4748782,"27 Bruce St, Ryde",4,2,3,673m2,$1.80M,$2.00M,$750/w,$850/w,House 1930 152m2 673m2 Residential - A 124/12999 ,11 Mar 2020 Sold ,16 Jun 2014 Sold $1.53M,152m2,04 Sep 2000 Sold $350k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-stuart-st-ryde-nsw-2112-12825074,"13 Stuart St, Ryde",7,4,3,338m2,$1.80M,$2.00M,$850/w,$950/w,House 1980 8m2 338m2 Residential - A 202/DP12999 ,09 Mar 2020 Sold $1.60M,12 Dec 1980 Sold $115k,8m2,12 Dec 1980 Sold $115k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-christine-ave-ryde-nsw-2112-13668215,"15 Christine Ave, Ryde",3,1,1,534m2,$1.40M,$1.50M,$575/w,$650/w,House 1978 534m2 Residential - A 3/DP27976 ,09 Mar 2020 Sold $1.50M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-stephen-ave-ryde-nsw-2112-13164928,"9 Stephen Ave, Ryde",4,3,2,1097m2,$1.80M,$2.00M,$500/w,$575/w,House 1960 222m2 1097m2 Residential - A 8/DP27345 ,07 Mar 2020 Sold $1.89M,,222m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-keppel-rd-ryde-nsw-2112-10247042,"3 Keppel Rd, Ryde",5,2,2,674m2,$2.20M,$2.40M,$650/w,$750/w,House 1950 8m2 674m2 Residence Residential - A 209/12999 ,05 Mar 2020 Sold $2.35M,02 May 2011 Sold $770k,8m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/147-quarry-rd-ryde-nsw-2112-12764268,"147 Quarry Rd, Ryde",3,1,1,1123m2,$1.80M,$2.00M,$500/w,$575/w,House 1972 1123m2 Residential - A X/DP102060 ,05 Mar 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-frederick-st-ryde-nsw-2112-13507570,"28 Frederick St, Ryde",4,2,1,729m2,$2.00M,$2.20M,$650/w,$750/w,House 1987 729m2 Residential - A 7/DP30457 ,17 Apr 2020 Listed for Rent **DEPOSIT TAKEN**,29 Feb 2020 Sold $1.90M,,"29 Jan 2020 Listed for Sale AUCTION $1,700,000 - $1,800,000 | Robert Bagala"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28a-christine-ave-ryde-nsw-2112-17832496,"28a Christine Ave, Ryde",3,2,1,209m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 209m2 Residential - A 22/DP38958 ,25 Feb 2020 Sold $1.48M,15 Jun 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-susan-schardt-way-ryde-nsw-2112-20880651,"7 Susan Schardt Way, Ryde",4,3,4,,$2.20M,$2.40M,$1250/w,$1400/w,House ,24 Jan 2020 Listed for Sale AUCTION | Robert Bagala 0418 220 882,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/21-constitution-rd-ryde-nsw-2112-4283622,"21 Constitution Rd, Ryde",3,1,1,360m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 360m2 Residence Residential - A 2/23753 ,18 Feb 2020 Sold $1.28M,30 Mar 2004 Sold $500k,,25 Jun 1999 Sold $235k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-minga-st-ryde-nsw-2112-13373341,"9 Minga St, Ryde",4,3,2,583m2,$1.80M,$2.00M,$300/w,$350/w,House 1984 583m2 Residential - A 31/249927 ,15 Feb 2020 Sold $1.52M,20 Jun 2018 Listed for Sale Contact Agent,,09 Nov 1984 Sold $165k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-colebee-st-ryde-nsw-2112-18449751,"22 Colebee St, Ryde",3,2,2,203m2,$1.60M,$1.80M,$575/w,$650/w,House 2016 226m2 203m2 Residential - A 411/1175361 ,14 Feb 2020 Sold ,04 Sep 2014 Sold $935k,226m2,04 Sep 2014 Sold $935k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/87-lane-cove-rd-ryde-nsw-2112-13079978,"87 Lane Cove Rd, Ryde",3,1,1,671m2,$1.40M,$1.50M,$500/w,$575/w,House 1990 671m2 Residential - A 12/DP15466 ,13 Feb 2020 Sold ,30 Oct 1990 Sold $167k,,30 Oct 1990 Sold $167k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-aitchandar-rd-ryde-nsw-2112-4289287,"7 Aitchandar Rd, Ryde",4,2,3,333m2,$1.60M,$1.80M,$650/w,$750/w,House 2000 163m2 333m2 Residence Residential - A 341/853271 ,13 Feb 2020 Sold $1.49M,21 Dec 2015 Sold $1.38M,163m2,11 Mar 2004 Sold $665k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/37-kulgoa-ave-ryde-nsw-2112-12446672,"37 Kulgoa Ave, Ryde",4,2,2,481m2,$1.80M,$2.00M,$575/w,$650/w,House 1920 160m2 481m2 Residential - A 2/221354 ,12 Feb 2020 Sold $1.88M,03 Jul 1992 Sold $210k,160m2,03 Jul 1992 Sold $210k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-blaxland-rd-ryde-nsw-2112-12377605,"30 Blaxland Rd, Ryde",3,1,1,496m2,$1.18M,$1.77M,$575/w,$650/w,House 1969 496m2 Residential - A 18/DP994 ,11 Feb 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-squire-st-ryde-nsw-2112-12466381,"6 Squire St, Ryde",4,2,2,641m2,$1.40M,$1.50M,$650/w,$750/w,House 1978 641m2 Residential - A 14/DP10365 ,07 Feb 2020 Sold ,08 Aug 2019 Sold $500k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-keppel-rd-ryde-nsw-2112-4654384,"16 Keppel Rd, Ryde",4,2,1,676m2,$2.00M,$2.20M,$650/w,$750/w,House 1950 234m2 676m2 Residence Residential - A 233/12999 ,07 Feb 2020 Sold $2.10M,11 Oct 2018 Sold $1.78M,234m2,29 May 2001 Sold $423k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-nerang-st-ryde-nsw-2112-13795205,"10 Nerang St, Ryde",4,2,2,706m2,$1.60M,$1.80M,$500/w,$575/w,House 1981 706m2 Residential - A 23/DP29461 ,06 Feb 2020 Sold $1.44M,20 Aug 1981 Sold $79k,,20 Aug 1981 Sold $79k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/62-badajoz-rd-ryde-nsw-2112-5819047,"62 Badajoz Rd, Ryde",3,1,1,771m2,$1.50M,$1.60M,$500/w,$575/w,House 1980 771m2 Residence Residential - A 8/9571 ,06 Feb 2020 Sold $675k,13 Nov 2009 Sold $500k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/199-quarry-rd-ryde-nsw-2112-11965618,"199 Quarry Rd, Ryde",3,1,1,462m2,$1.40M,$1.50M,$500/w,$575/w,House 1950 117m2 462m2 Residence Residential - A 8/27072 ,05 Feb 2020 Sold $1.50M,27 May 2011 Sold $641k,117m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-maze-ave-ryde-nsw-2112-12554027,"3 Maze Ave, Ryde",3,1,1,493m2,$1.40M,$1.50M,$500/w,$575/w,House 1982 493m2 Residential - A 8/DP25720 ,05 Feb 2020 Sold ,22 Jan 2020 Listed for Sale AUCTION,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/66-fawcett-st-ryde-nsw-2112-4873093,"66 Fawcett St, Ryde",5,3,2,581m2,$1.60M,$1.80M,$425/w,$500/w,House 1960 185m2 581m2 Residence Residential - A 62/36579 ,04 Feb 2020 Sold ,07 May 2009 Sold $745k,185m2,06 Sep 1991 Sold $200k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-constitution-rd-ryde-nsw-2112-2391213,"19 Constitution Rd, Ryde",3,1,-,325m2,$1.20M,$1.30M,$575/w,$650/w,House 1901 325m2 Residential - A C/445233 ,03 Feb 2020 Sold $1.20M,01 May 2018 Listed for Sale For Sale Contact Agent,,04 Nov 2013 Sold $567k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/48-princes-st-ryde-nsw-2112-13652310,"48 Princes St, Ryde",3,1,1,333m2,$1.00M,$1.10M,$425/w,$500/w,House 1915 100m2 333m2 Residential - A 11/825440 ,31 Jan 2020 Sold $770k,19 May 2017 Sold $1.50M,100m2,11 Dec 1992 Sold $163k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/53-north-rd-ryde-nsw-2112-12815061,"53 North Rd, Ryde",3,1,1,494m2,$1.60M,$1.80M,$850/w,$950/w,House 1970 494m2 Residential - A 18/DP27089 ,30 Jan 2020 Sold $1.43M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2a-providence-rd-ryde-nsw-2112-13390543,"2a Providence Rd, Ryde",2,1,1,543m2,$1.30M,$1.40M,$500/w,$575/w,House 1979 543m2 Residential - A 1/DP503383 ,30 Jan 2020 Sold $1.30M,12 Aug 2016 Sold $1.24M,,23 May 2016 Sold $1.00M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/121-north-rd-ryde-nsw-2112-13042455,"121 North Rd, Ryde",3,1,3,626m2,$1.60M,$1.80M,$575/w,$650/w,House 1970 626m2 Residential - A 1/388104 ,29 Jan 2020 Sold $1.57M,25 May 2018 Listed for Rent Leased after first week!,,02 May 2017 Rented $670
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-baird-ave-ryde-nsw-2112-13802892,"25 Baird Ave, Ryde",3,1,1,764m2,$1.60M,$1.80M,$500/w,$575/w,House 1980 764m2 Residential - A 16/DP25962 ,28 Jan 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-anderson-ave-ryde-nsw-2112-13223640,"28 Anderson Ave, Ryde",3,1,1,594m2,$1.60M,$1.80M,$500/w,$575/w,House 1910 106m2 594m2 Residential - A 27/DP7760 ,22 Jan 2020 Sold ,12 May 2016 Sold  (Partial Sale) ,106m2,19 Feb 2016 Sold $1.37M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-watts-rd-ryde-nsw-2112-13361919,"32 Watts Rd, Ryde",3,2,2,670m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 138m2 670m2 Residential - A 27/DP16386 ,20 Jan 2020 Sold ,20 Jun 2018 Sold $1.78M,138m2,09 May 2018 Listed for Sale $-Confidential
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-brian-st-ryde-nsw-2112-13544566,"14 Brian St, Ryde",3,2,1,461m2,$1.50M,$1.60M,$575/w,$650/w,House 1950 95m2 461m2 Residential - A 10/28281 ,18 Jan 2020 Sold $1.45M,06 Dec 2019 Listed for Sale Auction:18th Jan at 12.15pm (Unless Sold Prior),95m2,06 Jul 2015 Sold $1.28M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-irvine-cres-ryde-nsw-2112-12579992,"18 Irvine Cres, Ryde",4,2,2,615m2,$1.50M,$1.60M,$500/w,$575/w,House 1979 615m2 Residential - A 9/DP19018 ,14 Jan 2020 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/62b-bowden-st-ryde-nsw-2112-13825430,"62b Bowden St, Ryde",2,1,1,589m2,$1.50M,$1.60M,$575/w,$650/w,House 1981 589m2 Residential - A C/DP356666 ,08 Jan 2020 Sold ,28 Aug 2014 Sold $395k,,12 Jun 1981 Sold $60k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-arthur-st-ryde-nsw-2112-13208427,"6 Arthur St, Ryde",6,4,2,543m2,$2.40M,$2.60M,$1100/w,$1250/w,House 2003 543m2 Residential - A 8/26010 ,30 Dec 2019 Sold $1,27 Feb 2017 Sold $2.40M,,"22 Nov 2016 Listed for Rent $1,450"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/65-princes-st-ryde-nsw-2112-12923179,"65 Princes St, Ryde",4,2,2,463m2,$1.60M,$1.80M,$750/w,$850/w,House 1979 463m2 Residential - A 17/DP29255 ,23 Dec 2019 Sold $800k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/31-john-miller-st-ryde-nsw-2112-12716613,"31 John Miller St, Ryde",3,1,1,450m2,$1.40M,$1.50M,$575/w,$650/w,House 1960 450m2 Residential - A 30/DP27344 ,21 Dec 2019 Sold $1.40M,28 Nov 2019 Listed for Sale Auction 21st December 2019,,03 Aug 1990 Sold $167k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/231a-buffalo-rd-ryde-nsw-2112-17644600,"231a Buffalo Rd, Ryde",3,2,1,345m2,$1.40M,$1.50M,$650/w,$750/w,House 2011 130m2 345m2 Residential - A 3/DP22633 ,21 Dec 2019 Sold $1.43M,28 Nov 2019 Listed for Sale SOLD,130m2,18 Jan 2016 Listed for Rent LEASED!
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-quarry-rd-ryde-nsw-2112-13415699,"32 Quarry Rd, Ryde",3,1,1,623m2,$1.50M,$1.60M,$500/w,$575/w,House 1972 623m2 Residential - A 5/DP21429 ,20 Dec 2019 Sold ,14 Nov 2016 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/54-lavarack-st-ryde-nsw-2112-12811484,"54 Lavarack St, Ryde",4,3,2,750m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 750m2 Residential - A 58/DP210723 ,19 Dec 2019 Sold ,29 Mar 2012 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-parkes-st-ryde-nsw-2112-12750901,"30 Parkes St, Ryde",4,2,2,563m2,$1.40M,$1.50M,$575/w,$650/w,House 1978 563m2 Residential - A 5/DP6883 ,18 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-heath-st-ryde-nsw-2112-13145397,"5 Heath St, Ryde",3,1,1,743m2,$1.80M,$2.00M,$650/w,$750/w,House 1978 743m2 Residential - A 6/DP27088 ,18 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-samuel-st-ryde-nsw-2112-12810266,"24 Samuel St, Ryde",3,1,2,873m2,$1.60M,$1.80M,$650/w,$750/w,House 1978 873m2 Residential - A 39/DP27143 ,27 Feb 2020 Listed for Sale Contact Agent,17 Dec 2019 Sold $1.55M,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/113-quarry-rd-ryde-nsw-2112-13099498,"113 Quarry Rd, Ryde",3,1,1,673m2,$1.60M,$1.80M,$575/w,$650/w,House 2014 673m2 Residential - A 62/12670 ,17 Dec 2019 Sold $1.53M,17 Dec 2014 Sold $600k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-kulgoa-ave-ryde-nsw-2112-13428045,"29 Kulgoa Ave, Ryde",4,4,2,490m2,$2.00M,$2.20M,$500/w,$575/w,House 2008 260m2 490m2 Residential - A 14A/DP398621 ,17 Dec 2019 Sold $1.95M,28 Nov 2019 Listed for Sale SOLD PRIOR TO AUCTION,260m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/83-lane-cove-rd-ryde-nsw-2112-2321443,"83 Lane Cove Rd, Ryde",3,1,1,669m2,$1.40M,$1.50M,$500/w,$575/w,House 1980 669m2 Residential - A 10/15466 ,16 Dec 2019 Sold ,17 Aug 2006 Sold $100k,,23 Aug 1990 Sold $174k
