,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/272-quarry-rd-ryde-nsw-2112-2282220,"272 Quarry Rd, Ryde",3,1,1,1473m2,$1.66M,$2.49M,,,House 1950 103m2 1473m2 Residential - A 10/25448 ,27 Feb 2012 Rented $510,02 Jun 2006 Sold $685k,103m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/34-john-miller-st-ryde-nsw-2112-3346853,"34 John Miller St, Ryde",5,3,4,746m2,$2.20M,$2.40M,$300/w,$350/w,House 1960 135m2 746m2 Residential - A 16/27344 ,21 Apr 2017 Sold $3.01M,08 Feb 2017 Listed for Sale Contact Agent,135m2,11 Apr 2008 Sold $750k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-arthur-st-ryde-nsw-2112-13558630,"3 Arthur St, Ryde",6,2,4,638m2,$2.20M,$2.40M,$500/w,$575/w,House 1979 638m2 Residential - A 6/20764 ,18 Apr 2017 Sold $2.22M,"17 Nov 2016 Listed for Sale For Sale $2,300,000 Negotiable",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-colebee-st-ryde-nsw-2112-19453882,"24 Colebee St, Ryde",4,3,1,530m2,$2.00M,$2.20M,$750/w,$850/w,House 2014 214m2 530m2 Residential - A 412/1175361 ,18 Apr 2017 Sold $2.05M,30 Sep 2014 Sold $1.43M,214m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-84-bowden-st-ryde-nsw-2112-2276278,"2/84 Bowden St, Ryde",3,2,1,923m2,$1.00M,$1.10M,$575/w,$650/w,House 2001 104m2 923m2 Residential - A 2/SP67791 ,18 Apr 2017 Sold $1.19M,29 Jun 2009 Sold $570k,104m2,12 May 2006 Sold $507k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-christine-ave-ryde-nsw-2112-4871599,"22 Christine Ave, Ryde",4,2,2,474m2,$1.80M,$2.00M,$650/w,$750/w,House 2008 203m2 474m2 Residence Residential - A 21/27976 ,18 Apr 2017 Sold $1.78M,"01 Feb 2017 Listed for Sale Auction Guide $1,700,000",203m2,03 Jun 2009 Sold $919k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-badajoz-rd-ryde-nsw-2112-13648086,"32 Badajoz Rd, Ryde",3,1,1,454m2,$1.40M,$1.50M,$500/w,$575/w,House 1940 454m2 Residential - A 171/833616 ,13 Apr 2017 Sold $1.38M,23 Feb 2017 Listed for Sale Sold,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-pooley-st-ryde-nsw-2112-13644433,"25 Pooley St, Ryde",2,1,2,486m2,$1.40M,$1.50M,$500/w,$575/w,House 1980 486m2 Residential - A 16/26692 ,18 Jul 2017 Listed for Rent **Deposit Taken**,10 Apr 2017 Sold $1.46M,,"03 Feb 2017 Listed for Sale SOLD AT AUCTION FOR $1,460,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16a-anderson-ave-ryde-nsw-2112-4816032,"16a Anderson Ave, Ryde",5,4,4,638m2,$2.60M,$2.80M,$950/w,$1100/w,House 2013 307m2 638m2 Residential - A 33/7760 ,07 Apr 2017 Sold $2.39M,19 Jan 2000 Sold $329k,307m2,07 Dec 1987 Sold $175k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-18-willow-cres-ryde-nsw-2112-13901282,"5/18 Willow Cres, Ryde",3,2,2,2623m2,$843k,$1.03M,,,House 1991 115m2 2623m2 Residential - A 5/SP39376 ,31 Mar 2017 Sold $975k,20 Jun 1997 Sold $243k,115m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-bygrave-st-ryde-nsw-2112-12232692,"2 Bygrave St, Ryde",3,2,2,518m2,$1.50M,$1.60M,$750/w,$850/w,House 1996 518m2 Residential - A 2/27059 ,21 Jun 1996 Sold $210k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/75-princes-st-ryde-nsw-2112-13800629,"75 Princes St, Ryde",3,1,3,607m2,$1.60M,$1.80M,$500/w,$575/w,House 1979 607m2 Residential - A 21/29255 ,27 Mar 2017 Sold $1.62M,18 Jan 2017 Listed for Sale Contact Agent,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-crescent-ave-ryde-nsw-2112-4934469,"13 Crescent Ave, Ryde",7,5,2,538m2,$2.20M,$2.40M,$425/w,$500/w,House 2018 240m2 538m2 Residential - A 16/8709 ,12 Mar 2020 Listed for Sale Contact Agent,27 Mar 2017 Sold ,240m2,26 Oct 2016 Listed for Sale AUCTION
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-aitchandar-rd-ryde-nsw-2112-11160407,"16 Aitchandar Rd, Ryde",5,1,2,548m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 185m2 548m2 Residential - A 2/1055025 ,24 Mar 2017 Sold $1.44M,26 Oct 2016 Listed for Sale Contact Agent,185m2,18 Oct 2013 Sold $850k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-yerong-st-ryde-nsw-2112-13046683,"13 Yerong St, Ryde",2,1,1,619m2,$1.80M,$2.00M,$350/w,$425/w,House 1950 136m2 619m2 Residential - A D/101699 ,24 Mar 2017 Sold $1.86M,19 Jun 1998 Sold $322k,136m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-67-charles-st-ryde-nsw-2112-3267934,"4/67 Charles St, Ryde",2,1,1,1037m2,$650k,$700k,$425/w,$500/w,House 2000 64m2 1037m2 Residential - A 4/SP63297 ,24 Mar 2017 Sold $725k,30 Apr 2016 Rented $470,64m2,06 Apr 2016 Listed for Rent $470
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/46-bowden-st-ryde-nsw-2112-13108798,"46 Bowden St, Ryde",5,3,2,889m2,$1.51M,$1.84M,,,House 2014 220m2 889m2 Residence Residential - A 21/5887 ,23 Mar 2017 Sold $1.85M,"10 Mar 2017 Listed for Sale SOLD PRIOR TO AUCTION FOR $1,850,000",220m2,11 Jan 2013 Sold $815k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-38--40-forrest-rd-ryde-nsw-2112-12574903,"2/38-40 Forrest Rd, Ryde",3,1,2,4572m2,$800k,$900k,$575/w,$650/w,House 1980 122m2 4572m2 Residential - A 2/SP31195 ,22 Mar 2017 Sold $998k,17 Nov 2015 Listed for Sale SOLD,122m2,09 Dec 1997 Sold $248k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-potts-st-ryde-nsw-2112-13533430,"13 Potts St, Ryde",4,3,4,882m2,$2.00M,$2.20M,$500/w,$575/w,House 1981 882m2 Residential - A 43/2557 ,"03 Jul 2020 Listed for Sale $2,300,000-$2,400,000 | Robert Bagala 0418 220 882",17 Mar 2017 Sold $2.07M,,29 Nov 2016 Listed for Rent $500
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-charles-st-ryde-nsw-2112-4815350,"32 Charles St, Ryde",3,2,3,814m2,$2.00M,$2.20M,$650/w,$750/w,House 1940 814m2 Residential - A 49/8329 ,17 Mar 2017 Sold $2.00M,12 Dec 2016 Listed for Sale Auction On Site Saturday 4th February at 10am,,15 Sep 2014 Sold $1.28M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-linley-way-ryde-nsw-2112-12478016,"14 Linley Way, Ryde",3,2,1,293m2,$1.40M,$1.50M,$575/w,$650/w,House 1996 106m2 293m2 Residential - A 81/862679 ,16 Mar 2017 Sold $1.36M,23 May 1995 Sold $250k,106m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-crescent-ave-ryde-nsw-2112-12588620,"5 Crescent Ave, Ryde",3,1,1,733m2,$1.60M,$1.80M,$500/w,$575/w,House 1952 733m2 Residential - A 20/8709 ,14 Mar 2017 Sold $1.85M,"09 Feb 2017 Listed for Sale $1,850,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-gladstone-ave-ryde-nsw-2112-13754765,"12 Gladstone Ave, Ryde",3,1,2,600m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 600m2 Residential - A 2/29255 ,10 Mar 2017 Sold $1.70M,30 Sep 1996 Sold $253k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/36-north-rd-ryde-nsw-2112-4032809,"36 North Rd, Ryde",3,1,1,524m2,$1.40M,$1.50M,$650/w,$750/w,House 1980 524m2 Residence Residential - A 1/26888 ,10 Mar 2017 Sold $1.42M,20 Nov 2008 Sold $400k,,14 Jun 2000 Sold $338k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/101-bowden-st-ryde-nsw-2112-13514235,"101 Bowden St, Ryde",6,5,3,1239m2,$3.00M,$3.25M,$575/w,$650/w,House 1907 370m2 1239m2 Residential - A 102/545937 ,09 Mar 2017 Sold $3.80M,07 Apr 1994 Sold $450k,370m2,05 Jun 1992 Sold $290k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/84-church-st-ryde-nsw-2112-12810693,"84 Church St, Ryde",2,2,2,500m2,$1.33M,$1.79M,,,House 1930 125m2 500m2 Residential - A 1/DP1037964 ,06 Mar 2017 Sold $1.60M,04 Aug 2009 Sold $550k,125m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-dorothy-st-ryde-nsw-2112-2168440,"19 Dorothy St, Ryde",5,3,2,708m2,$2.40M,$2.60M,$1100/w,$1250/w,House 2013 292m2 708m2 Residential - A 6/27006 ,24 Feb 2017 Sold $2.36M,05 Jul 2005 Sold $610k,292m2,18 Dec 1987 Sold $165k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-elizabeth-st-ryde-nsw-2112-4533647,"7 Elizabeth St, Ryde",5,3,2,673m2,$2.20M,$2.40M,$425/w,$500/w,House 2012 278m2 673m2 Residence Residential - A 198/12999 ,22 Feb 2017 Sold $2.01M,04 Jan 2017 Listed for Sale Auction On Site Saturday 4th February at 12.15pm,278m2,14 Jun 2002 Sold $450k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-71-melville-st-ryde-nsw-2112-4365456,"4/71 Melville St, Ryde",3,2,2,2834m2,$1.10M,$1.20M,$575/w,$650/w,House 1995 105m2 2834m2 Residential - A 4/SP49316 ,20 Feb 2017 Sold $1.19M,17 Nov 2016 Listed for Sale 1185000,105m2,10 Jul 2009 Sold $583k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-aeolus-ave-ryde-nsw-2112-13043005,"5 Aeolus Ave, Ryde",3,2,2,1201m2,$2.80M,$3.00M,$650/w,$750/w,House 1960 151m2 1201m2 Residential - A 10/7159 ,13 Nov 2017 Listed for Rent ** DEPOSIT TAKEN **,17 Feb 2017 Sold $3.00M,151m2,11 Feb 2017 Listed for Rent ** Application Taken **
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/99-bowden-st-ryde-nsw-2112-12752012,"99 Bowden St, Ryde",3,1,2,929m2,$2.00M,$2.20M,$500/w,$575/w,House 1950 180m2 929m2 Residence Residential - A 9/2929 ,13 Feb 2017 Sold $1.91M,05 Mar 2013 Sold $1.03M,180m2,08 Sep 1986 Sold $58k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-henry-st-ryde-nsw-2112-2088109,"1 Henry St, Ryde",4,2,4,657m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 657m2 Residential - A 91/228333 ,19 May 2017 Rented $800,11 May 2017 Listed for Rent $750.00 PW,,01 Mar 2017 Rented $800
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-st-annes-st-ryde-nsw-2112-13001488,"7 St Annes St, Ryde",2,1,1,455m2,$1.89M,$2.56M,,,House 1955 100m2 455m2 Business - B 78/9692 ,06 Feb 2017 Sold $3.48M,13 Jan 2015 Rented $480,100m2,27 Nov 2014 Listed for Rent Under Application
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-little-church-st-ryde-nsw-2112-13471605,"10 Little Church St, Ryde",3,1,1,556m2,$2.18M,$2.94M,,,House 1980 556m2 Business - B F/26272 ,06 Feb 2017 Sold $4.44M,25 Nov 2014 Sold $2.00M,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/723--731-victoria-rd-ryde-nsw-2112-13812773,"723-731 Victoria Rd, Ryde",-,2,-,468m2,$3.07M,$4.15M,,,"House 2005 266m2 468m2 Business - B A,B,C/26272 ",06 Feb 2017 Sold $4.00M,16 Jun 2016 Sold $4.00M,266m2,30 Sep 2005 Sold $1.00M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-st-annes-st-ryde-nsw-2112-4030110,"5 St Annes St, Ryde",2,1,1,461m2,$965k,$1.31M,,,House 1950 99m2 461m2 Residence Business - B D/26272 ,06 Feb 2017 Sold $3.18M,25 Nov 2014 Sold $1.67M,99m2,28 Nov 2008 Sold $540k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/44-shepherd-st-ryde-nsw-2112-13444589,"44 Shepherd St, Ryde",3,1,1,910m2,$2.00M,$2.20M,$575/w,$650/w,House 1978 910m2 Residential - A 81/5887 ,22 May 2017 Listed for Rent $500,03 Feb 2017 Sold $1.90M,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/139-buffalo-rd-ryde-nsw-2112-12161563,"139 Buffalo Rd, Ryde",4,3,2,695m2,$2.20M,$2.40M,$850/w,$950/w,House 1950 695m2 Residence Residential - A 47/9511 ,30 Jan 2017 Sold $2.22M,20 Jan 2012 Sold $670k,,11 Oct 1985 Sold $87k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-maze-ave-ryde-nsw-2112-13391494,"6 Maze Ave, Ryde",3,2,1,841m2,$1.60M,$1.80M,$575/w,$650/w,House 1982 841m2 Residential - A 11/25720 ,21 Feb 2017 Rented $650,30 Jan 2017 Sold $1.48M,,24 Jan 2017 Listed for Rent $650 per week
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-tunks-st-ryde-nsw-2112-11633379,"1 Tunks St, Ryde",3,2,1,636m2,$1.60M,$1.80M,$500/w,$575/w,House 1984 636m2 Residential - A 20/577107 ,27 Jan 2017 Sold $1.55M,25 May 2016 Listed for Sale Expressions Of Interest,,23 Aug 2013 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-st-annes-st-ryde-nsw-2112-4467959,"3 St Annes St, Ryde",4,1,1,467m2,$1.83M,$2.48M,,,House 1980 467m2 Residence Business - B E/26272 ,27 Jan 2017 Sold $3.70M,27 Nov 2014 Listed for Rent Under Application,,28 Nov 2001 Sold $422k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/50-hancott-st-ryde-nsw-2112-12806415,"50 Hancott St, Ryde",3,1,2,607m2,$1.50M,$1.60M,$575/w,$650/w,House 1980 607m2 Residential - A 5/219052 ,12 Aug 2019 Listed for Rent **DEPOSIT TAKEN**,03 Feb 2017 Listed for Rent **Application Taken**,,25 Jan 2017 Sold $1.42M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-goulding-rd-ryde-nsw-2112-4814582,"29 Goulding Rd, Ryde",5,3,2,674m2,$1.80M,$2.00M,$950/w,$1100/w,House 1995 674m2 Residential - A 26/12670 ,30 Apr 2020 Listed for Rent $1100 Per Week,15 Apr 2019 Listed for Rent $1100 Per Week,,23 Feb 2017 Rented $800
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-35-frederick-st-ryde-nsw-2112-12858039,"2/35 Frederick St, Ryde",3,2,2,2485m2,$950k,$1.16M,,,House 1987 116m2 2485m2 Residential - A 2/SP32349 ,20 Jan 2017 Sold $1.01M,17 Oct 2016 Listed for Sale Auction On Site Saturday 12th November at 1pm,116m2,09 Aug 1994 Sold $270k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-north-rd-ryde-nsw-2112-13009313,"8 North Rd, Ryde",3,1,1,891m2,$1.21M,$1.81M,,,House 1930 157m2 891m2 Residential - A 7/321207 ,20 Jan 2017 Sold $1.51M,03 Aug 1984 Sold $99k,157m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/45-boyce-st-ryde-nsw-2112-13810553,"45 Boyce St, Ryde",3,1,1,695m2,$1.60M,$1.80M,$575/w,$650/w,House 1950 103m2 695m2 Residential - A 266/12999 ,20 Jan 2017 Sold $1.64M,12 Dec 1986 Sold $150k,103m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/174-quarry-rd-ryde-nsw-2112-2115380,"174 Quarry Rd, Ryde",4,2,2,796m2,$2.20M,$2.40M,$575/w,$650/w,House 2005 290m2 796m2 Residential - A C/414696 ,20 Jan 2017 Sold ,26 May 2008 Sold $715k,290m2,28 Jan 2005 Sold $595k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/308-blaxland-rd-ryde-nsw-2112-2481422,"308 Blaxland Rd, Ryde",4,1,1,1196m2,$1.80M,$2.00M,$575/w,$650/w,House 1980 1196m2 Residential - A 9/6367 ,26 Jul 2019 Listed for Rent APPLICATION APPROVED,20 Jan 2017 Sold $1.75M,,29 Aug 2007 Sold $590k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/44-lavarack-st-ryde-nsw-2112-13313338,"44 Lavarack St, Ryde",4,2,1,575m2,$1.60M,$1.80M,$650/w,$750/w,House 1979 575m2 Residential - A 42/31147 ,18 Jan 2017 Sold $1.47M,"08 Nov 2016 Listed for Sale For Sale | $1,380,000 - $1,480,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/176--178-blaxland-rd-ryde-nsw-2112-17677276,"176-178 Blaxland Rd, Ryde",3,1,1,768m2,$2.43M,$3.64M,,,"House 1968 768m2 Special Uses - S 22,23/6046 ",17 Jan 2017 Sold $3.21M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/90-bowden-st-ryde-nsw-2112-12327025,"90 Bowden St, Ryde",3,1,1,766m2,$1.80M,$2.00M,$575/w,$650/w,House 1920 150m2 766m2 Residential - A 40/301828 ,16 Jan 2017 Sold $1.79M,25 Oct 2016 Listed for Sale FINAL CALL | Auction this Saturday,150m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-malvina-st-ryde-nsw-2112-19321860,"24 Malvina St, Ryde",3,2,2,744m2,$1.80M,$2.00M,$650/w,$750/w,House 1920 151m2 744m2 Residential - A 1/522902 ,16 Jan 2017 Sold $1.78M,15 Nov 1985 Sold $82k,151m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-lardelli-dr-ryde-nsw-2112-19712416,"12 Lardelli Dr, Ryde",3,2,3,269m2,$1.60M,$1.80M,$850/w,$950/w,House 2015 167m2 269m2 Residential - A 13/270867 ,16 Jan 2017 Sold $1.65M,05 Feb 2015 Sold $984k,167m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/40-heath-st-ryde-nsw-2112-4986406,"40 Heath St, Ryde",4,2,2,650m2,$1.80M,$2.00M,$650/w,$750/w,House 2010 210m2 650m2 Residence Residential - A 58/7465 ,16 Jan 2017 Sold $1.94M,"08 Oct 2016 Listed for Sale $1,900,000-$1,960,000",210m2,14 Jul 2011 Sold $1.19M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-north-rd-ryde-nsw-2112-12771184,"24 North Rd, Ryde",4,2,2,916m2,$1.80M,$2.00M,$650/w,$750/w,House 2017 916m2 Residential - A 9/24259 ,10 Jan 2020 Listed for Rent Deposit taken,13 Jan 2017 Sold $1.89M,,24 Oct 2016 Listed for Sale SOLD
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/43-pooley-st-ryde-nsw-2112-12519612,"43 Pooley St, Ryde",3,1,1,619m2,$1.50M,$1.60M,$425/w,$500/w,House 1980 619m2 Residential - A 25/26692 ,10 Jan 2017 Sold $1.44M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/300-blaxland-rd-ryde-nsw-2112-14620183,"300 Blaxland Rd, Ryde",6,3,4,1206m2,$2.36M,$3.54M,,,House 1940 280m2 1206m2 Residential - A 11/DP6367 ,10 Jan 2017 Sold $3.20M,30 Apr 2015 Sold $3.20M,280m2,17 Oct 2005 Sold $893k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2a-gardener-ave-ryde-nsw-2112-2420727,"2a Gardener Ave, Ryde",3,1,2,312m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 312m2 Residential - A 101/DP855038 ,10 Jan 2017 Sold $1.33M,11 May 2007 Sold $592k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-bygrave-st-ryde-nsw-2112-12086849,"19 Bygrave St, Ryde",3,2,1,531m2,$1.60M,$1.80M,$750/w,$850/w,House 1950 111m2 531m2 Residence Residential - A 15/27059 ,22 Dec 2016 Sold $1.52M,14 Oct 2011 Sold $815k,111m2,18 May 1994 Sold $236k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-goulding-rd-ryde-nsw-2112-4493063,"39 Goulding Rd, Ryde",3,2,2,695m2,$1.50M,$1.60M,$750/w,$850/w,House 1960 695m2 Residence Residential - A 21/12670 ,22 Dec 2016 Sold $1.42M,26 Oct 2016 Listed for Sale Contact Agent,,04 Oct 2002 Sold $474k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-linley-way-ryde-nsw-2112-12874369,"7 Linley Way, Ryde",3,2,1,339m2,$1.17M,$1.59M,,,House 1995 340m2 339m2 Residential - A 33/866694 ,21 Dec 2016 Sold $1.30M,20 Sep 2016 Listed for Sale $1300000,340m2,08 Sep 1995 Sold $238k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-greene-ave-ryde-nsw-2112-5719543,"4 Greene Ave, Ryde",5,3,2,134m2,$1.60M,$1.80M,$575/w,$650/w,House 2009 105m2 134m2 Residence Residential - A 2/1225742 ,21 Dec 2016 Sold $1.60M,27 May 2016 Listed for Sale Contact Agent,105m2,28 Sep 2015 Sold $1.85M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/71-lavarack-st-ryde-nsw-2112-12810303,"71 Lavarack St, Ryde",4,3,2,575m2,$1.45M,$1.78M,,,House 2016 100m2 575m2 Residential - A 40/210723 ,25 Mar 2018 Listed for Rent ** DEPOSIT TAKEN **,19 Dec 2016 Sold $1.55M,100m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/50-woodbine-cres-ryde-nsw-2112-2220007,"50 Woodbine Cres, Ryde",3,2,2,569m2,$1.50M,$1.60M,$650/w,$750/w,House 1987 569m2 Residential - A 1/23652 ,14 Nov 2005 Sold $660k,19 Jul 1999 Sold $412k,,24 Nov 1987 Sold $107k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-keppel-rd-ryde-nsw-2112-2255274,"26 Keppel Rd, Ryde",6,3,2,673m2,$2.40M,$2.60M,$500/w,$575/w,House 2003 304m2 673m2 Residence Residential - A 228/12999 ,19 Dec 2016 Sold $2.33M,11 Apr 2006 Sold $633k,304m2,26 Nov 2003 Sold $670k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/37-beazley-st-ryde-nsw-2112-6520198,"37 Beazley St, Ryde",3,1,1,537m2,$1.40M,$1.50M,$500/w,$575/w,House 1950 120m2 537m2 Residence Residential - A 1/120969 ,19 Dec 2016 Sold $1.37M,10 Oct 2016 Listed for Sale Auction Saturday November 5th at 3.15pm,120m2,15 Apr 2010 Sold $750k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-lock-st-ryde-nsw-2112-12949610,"16 Lock St, Ryde",4,2,1,562m2,$1.60M,$1.80M,$750/w,$850/w,House 1986 562m2 Residential - A 22/27344 ,16 Dec 2016 Sold $1.55M,06 Jun 1986 Sold $97k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-smith-st-ryde-nsw-2112-13288066,"1 Smith St, Ryde",1,1,1,512m2,$1.64M,$2.22M,,,House 1980 512m2 Business - B 9/666422 ,16 Dec 2016 Sold $2.73M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-smith-st-ryde-nsw-2112-13337731,"3 Smith St, Ryde",2,1,2,512m2,,,$500/w,$575/w,House 1980 512m2 Business - B 9/666423 ,16 Dec 2016 Sold $2.73M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/143-buffalo-rd-ryde-nsw-2112-2125899,"143 Buffalo Rd, Ryde",3,1,1,695m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 110m2 695m2 Residence Residential - A 49/9511 ,16 Dec 2016 Sold $1.40M,"04 Oct 2016 Listed for Sale SOLD PRIOR-$1,400,000.00",110m2,16 Jul 2016 Rented $600
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-bruce-st-ryde-nsw-2112-2455817,"16 Bruce St, Ryde",3,2,1,673m2,$1.60M,$1.80M,$500/w,$575/w,House 1960 161m2 673m2 Residence Residential - A 88/12999 ,16 Dec 2016 Sold $1.57M,28 Jun 2007 Sold $568k,161m2,17 May 2002 Sold $485k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/62-fawcett-st-ryde-nsw-2112-4815537,"62 Fawcett St, Ryde",3,2,1,590m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 590m2 Residential - A 60/36579 ,16 Dec 2016 Sold $1.40M,13 Sep 2016 Listed for Sale Auction On Site 8th October 2016 at 1.45pm,,01 Dec 1999 Sold $348k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-lardelli-dr-ryde-nsw-2112-19712367,"8 Lardelli Dr, Ryde",3,2,3,305m2,$1.60M,$1.80M,$850/w,$950/w,House 2015 188m2 305m2 ,15 Dec 2016 Sold $1.75M,23 Feb 2015 Sold $995k,188m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-aitchandar-rd-ryde-nsw-2112-4814634,"3 Aitchandar Rd, Ryde",3,2,2,550m2,$1.60M,$1.80M,$500/w,$575/w,House 1992 550m2 Residential - A 40/35992 ,14 Dec 2016 Sold $1.51M,09 Apr 1999 Sold $310k,,15 Mar 1996 Sold $232k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/108-twin-rd-ryde-nsw-2112-14026029,"108 Twin Rd, Ryde",4,3,2,588m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 280m2 588m2 Residential - A 5/204701 ,13 Dec 2016 Sold $1.90M,,280m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-frederick-st-ryde-nsw-2112-5949572,"30 Frederick St, Ryde",3,2,1,803m2,$1.60M,$1.80M,$850/w,$950/w,House 1950 173m2 803m2 Residential - A 1/502947 ,10 Feb 1982 Sold $145k,,173m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/27-minga-st-ryde-nsw-2112-12887203,"27 Minga St, Ryde",1,1,2,609m2,$800k,$900k,$300/w,$350/w,House 1979 609m2 Residential - A 22/249927 ,12 Dec 2016 Sold $1.79M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-macleay-st-ryde-nsw-2112-4815132,"24 Macleay St, Ryde",4,2,2,673m2,$1.80M,$2.00M,$575/w,$650/w,House 1950 145m2 673m2 Residential - A 142/12999 ,12 Dec 2016 Sold $1.68M,"05 Oct 2016 Listed for Sale Auction Guide $1,400,000 - $1,540,000",145m2,18 Jan 2012 Sold $775k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/65-samuel-st-ryde-nsw-2112-13099546,"65 Samuel St, Ryde",5,2,2,739m2,$1.60M,$1.80M,$500/w,$575/w,House 1957 208m2 739m2 Residential - A H/399167 ,09 Dec 2016 Sold $1.64M,08 Jun 1979 Sold $58k,208m2,
