,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/49-anzac-ave-west-ryde-nsw-2114-13130169,"49 Anzac Ave, West Ryde",3,1,1,,360m2,$1.80M,$2.00M,House 1970 360m2 Residential - A 6/DP11340 ,25 Nov 2019 Sold ,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/59-adelaide-st-west-ryde-nsw-2114-19404822,"59 Adelaide St, West Ryde",3,1,1,110m2,525m2,$1.50M,$1.60M,House 1920 110m2 525m2 Residential - A 6/12627 ,23 Nov 2019 Sold $1.53M,15 Apr 2011 Sold $800k,15 Apr 2011 Sold $800k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1b-benson-st-west-ryde-nsw-2114-10223945,"1b Benson St, West Ryde",3,2,2,130m2,496m2,$1.40M,$1.50M,House 2000 130m2 496m2 Residence Residential - A 2/1000014 ,22 Nov 2019 Sold $1.31M,12 Jan 2011 Sold $690k,12 Jan 2011 Sold $690k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-darwin-st-west-ryde-nsw-2114-5665982,"8 Darwin St, West Ryde",3,1,1,104m2,746m2,$1.60M,$1.80M,House 1950 104m2 746m2 Residential - A 3/20132 ,21 Nov 2019 Sold $1.55M,20 Nov 2019 Listed for Sale Contact Agent,24 Apr 2017 Sold $1.48M,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-rex-st-west-ryde-nsw-2114-20833089,"8 Rex St, West Ryde",4,2,2,,,$1.50M,$1.60M,House ,16 Nov 2019 Sold ,02 Oct 2019 Listed for Sale Auction:16th November @10.15am (Unless Sold Prior),,$300/w,$350/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/51-winbourne-st-west-ryde-nsw-2114-13560530,"51 Winbourne St, West Ryde",3,1,1,123m2,1030m2,$1.60M,$1.80M,House 1970 123m2 1030m2 Residential - A 5/DP38023 ,15 Nov 2019 Sold ,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-morvan-st-west-ryde-nsw-2114-13831506,"18 Morvan St, West Ryde",3,2,2,,648m2,$1.60M,$1.80M,House 1992 648m2 Residential - A 41/827517 ,23 Dec 2019 Listed for Rent $715,15 Nov 2019 Sold $1.58M,28 Nov 1992 Sold $10k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/67-falconer-st-west-ryde-nsw-2114-13227138,"67 Falconer St, West Ryde",4,2,2,,1108m2,$1.80M,$2.00M,House 1973 1108m2 Residential - A A/DP362396 ,09 Nov 2019 Sold $1.90M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/15-glenayr-ave-west-ryde-nsw-2114-2113708,"15 Glenayr Ave, West Ryde",4,1,2,154m2,480m2,$1.60M,$1.80M,House 1960 154m2 480m2 Residence Residential - A 98/19136 ,09 Nov 2019 Sold $1.59M,29 Oct 2012 Sold $776k,13 Sep 2004 Sold $638k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-27-huxley-st-west-ryde-nsw-2114-13163739,"1/27 Huxley St, West Ryde",3,2,1,,1000m2,$1.50M,$1.60M,House 1000m2 Residential - A ,07 Nov 2019 Sold $900k,23 Aug 2018 Listed for Rent $530.00,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-sindel-st-west-ryde-nsw-2114-2062290,"7 Sindel St, West Ryde",4,2,2,273m2,588m2,$1.80M,$2.00M,House 2006 273m2 588m2 Residential - A 62/35933 ,07 Nov 2019 Sold ,16 Sep 2004 Sold $525k,05 Oct 1990 Sold $128k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-mirool-st-west-ryde-nsw-2114-12071793,"10 Mirool St, West Ryde",4,3,1,,801m2,$1.42M,$1.74M,House 1950 801m2 Residence Residential - A 210/23812 ,30 Oct 2019 Sold $1.51M,30 Oct 2019 Sold $1.51M,"26 Sep 2019 Listed for Sale $1,510,000",$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-maxim-st-west-ryde-nsw-2114-13090430,"26 Maxim St, West Ryde",4,2,2,,1058m2,$1.56M,$2.34M,House 1979 1058m2 Residential - A ,16 Oct 2019 Sold ,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/53-brush-rd-west-ryde-nsw-2114-4505843,"53 Brush Rd, West Ryde",6,2,2,,1306m2,$1.60M,$1.80M,House 1979 1306m2 Residence Residential - A 46/28514 ,16 Oct 2019 Sold $1.68M,"23 Apr 2019 Listed for Sale Price Guide $1,700,000",29 Aug 2002 Sold $570k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-melville-st-west-ryde-nsw-2114-13207254,"26 Melville St, West Ryde",5,3,3,214m2,604m2,$1.60M,$1.80M,House 1930 214m2 604m2 Residential - A 21/6582 ,25 Oct 2019 Listed for Sale Contact Agent,14 Oct 2019 Sold $1.58M,09 Oct 2018 Listed for Rent $820,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-huxley-st-west-ryde-nsw-2114-13722035,"13 Huxley St, West Ryde",3,2,2,,750m2,$1.50M,$1.60M,House 1980 750m2 Residential - A 18/DP20132 ,,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/80-brush-rd-west-ryde-nsw-2114-12850595,"80 Brush Rd, West Ryde",3,1,1,128m2,632m2,$1.50M,$1.60M,House 1950 128m2 632m2 Residential - A 95/35933 ,12 Oct 2019 Sold $1.48M,16 Jan 2017 Sold $1.22M,03 Nov 2016 Listed for Sale Auction 3rd Dec at 11.15am (Unless Sold Prior),$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-lawrence-st-west-ryde-nsw-2114-4297822,"4 Lawrence St, West Ryde",4,2,2,233m2,999m2,$1.60M,$1.80M,House 1960 233m2 999m2 Residence Residential - A 2/500038 ,12 Oct 2019 Sold $1.55M,06 Feb 2004 Sold $950k,21 Apr 1997 Sold $372k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-anthony-rd-west-ryde-nsw-2114-13419738,"26 Anthony Rd, West Ryde",5,2,2,,678m2,$1.60M,$1.80M,House 1984 678m2 Residential - A 537/DP13352 ,11 Oct 2019 Sold $1.72M,"17 Sep 2019 Listed for Sale $1,650,000 - $1,750,000",,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/55-marsden-rd-west-ryde-nsw-2114-2087149,"55 Marsden Rd, West Ryde",3,2,2,166m2,643m2,$1.20M,$1.30M,House 2008 166m2 643m2 Residence Residential - A 3/1003055 ,04 Oct 2019 Sold $1.10M,11 Sep 2019 Listed for Sale Auction (if not sold prior),23 Dec 2004 Sold $430k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-federal-rd-west-ryde-nsw-2114-4723204,"24 Federal Rd, West Ryde",5,2,3,228m2,734m2,$1.60M,$1.80M,House 1950 228m2 734m2 Residential - A 9A/21149 ,28 Sep 2019 Sold $1.64M,13 Sep 2019 Listed for Sale Contact Agent,19 Sep 2018 Listed for Sale Contact Agent,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/15-cheers-st-west-ryde-nsw-2114-4361559,"15 Cheers St, West Ryde",4,2,1,170m2,590m2,$1.60M,$1.80M,House 1950 170m2 590m2 Residence Residential - A 92/35933 ,16 Sep 2019 Sold $1.60M,11 Jan 2010 Sold $699k,28 Jun 2007 Sold $575k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/843-victoria-rd-west-ryde-nsw-2114-13253553,"843 Victoria Rd, West Ryde",3,1,1,,596m2,$1.20M,$1.30M,House 1983 596m2 Residential - A A/DP386300 ,27 Nov 2019 Listed for Rent DEPOSIT TAKEN,27 Nov 2019 Listed for Rent $640,14 Sep 2019 Sold $1.18M,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-fernvale-ave-west-ryde-nsw-2114-13385043,"26 Fernvale Ave, West Ryde",2,1,1,,691m2,$1.80M,$2.00M,House 1978 691m2 Residential - A 248/DP14053 ,07 Sep 2019 Sold $2.40M,31 Mar 1978 Sold $26k,31 Mar 1978 Sold $26k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-goodwin-st-west-ryde-nsw-2114-13564218,"14 Goodwin St, West Ryde",4,1,2,,710m2,$1.50M,$1.60M,House 1979 710m2 Residential - A D/DP386339 ,23 Oct 2019 Listed for Rent $550 per week,07 Sep 2019 Sold $1.53M,13 Aug 2019 Listed for Sale Auction,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1110-victoria-rd-west-ryde-nsw-2114-12847216,"1110 Victoria Rd, West Ryde",3,1,1,,889m2,$1.50M,$1.60M,House 1970 889m2 Residential - A 9/DP11061 ,03 Sep 2019 Sold ,,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19-moss-st-west-ryde-nsw-2114-12144120,"19 Moss St, West Ryde",4,2,2,196m2,627m2,$1.60M,$1.80M,House 1910 196m2 627m2 Residence Residential - A 25/1257 ,02 Sep 2019 Sold ,22 May 2017 Rented $820,08 May 2017 Listed for Rent $820 - $850 per week,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-45-marsden-rd-west-ryde-nsw-2114-10226280,"3/45 Marsden Rd, West Ryde",3,2,1,,914m2,$900k,$1.00M,House 2010 914m2 Residential - A 3/SP84419 ,30 Aug 2019 Sold $910k,06 Jun 2019 Sold ,25 May 2017 Rented $650,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-hay-st-west-ryde-nsw-2114-13141599,"6 Hay St, West Ryde",4,2,2,,616m2,$1.50M,$1.60M,House 1978 616m2 Residential - A 5/DP10400 ,29 Aug 2019 Sold $1.33M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/849-victoria-rd-west-ryde-nsw-2114-4236709,"849 Victoria Rd, West Ryde",7,4,3,99m2,537m2,$1.60M,$1.80M,House 1940 99m2 537m2 Residence Residential - A 7/4825 ,30 Aug 2019 Listed for Sale Contract Exchanged Inspection Canceled,28 Aug 2019 Sold $1.34M,14 Jan 2017 Rented $570,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/66-dickson-ave-west-ryde-nsw-2114-11093835,"66 Dickson Ave, West Ryde",3,1,1,120m2,580m2,$1.40M,$1.50M,House 1950 120m2 580m2 House Residential - A 305/16355 ,25 Aug 2019 Sold $1.26M,"30 Jul 2019 Listed for Sale SOLD | for $1,260,000",16 Jun 2011 Sold $700k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13a-murray-st-west-ryde-nsw-2114-2341741,"13a Murray St, West Ryde",3,2,1,,339m2,$1.30M,$1.40M,House 1993 339m2 Residential - A 2/849218 ,22 Aug 2019 Sold ,11 Oct 2013 Sold $741k,05 Oct 2006 Sold $500k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-falconer-st-west-ryde-nsw-2114-12402489,"17 Falconer St, West Ryde",4,2,2,,682m2,$1.50M,$1.60M,House 1973 682m2 Residential - A 6/DP13078 ,20 Aug 2019 Sold ,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-anthony-rd-west-ryde-nsw-2114-18748926,"20 Anthony Rd, West Ryde",4,3,2,,677m2,$1.40M,$1.50M,House 1993 677m2 Residential - A 540/13352 ,13 Aug 2019 Sold $10,01 Jul 1993 Sold $248k,01 Jul 1993 Sold $248k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26a-mons-ave-west-ryde-nsw-2114-4748801,"26a Mons Ave, West Ryde",3,2,1,,215m2,$1.20M,$1.30M,House 1995 215m2 Residential - A 2/844274 ,10 Aug 2019 Sold $1.10M,"28 Jun 2019 Listed for Sale $1,103,000",30 Aug 2000 Sold $340k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1108-victoria-rd-west-ryde-nsw-2114-3554720,"1108 Victoria Rd, West Ryde",5,2,2,203m2,860m2,$1.40M,$1.50M,House 1950 203m2 860m2 Residential - A D/389182 ,06 Aug 2019 Sold $1.18M,01 Aug 2019 Listed for Sale SOLD,01 Jun 2018 Sold ,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1a-deakin-st-west-ryde-nsw-2114-20457767,"1a Deakin St, West Ryde",3,3,2,,607m2,$1.29M,$1.94M,House 1978 607m2 ,05 Aug 2019 Sold $1.30M,04 Jul 2019 Listed for Sale SOLD AT AUCTION,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/63-brush-rd-west-ryde-nsw-2114-4815347,"63 Brush Rd, West Ryde",3,1,2,,1012m2,$1.60M,$1.80M,House 1984 1012m2 Residential - A 51/28514 ,31 Jul 2019 Sold $1.55M,24 May 2018 Listed for Sale OFFERS INVITED,16 Apr 1999 Sold $335k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-clifton-st-west-ryde-nsw-2114-13792551,"7 Clifton St, West Ryde",3,1,2,,759m2,$1.60M,$1.80M,House 1980 759m2 Residential - A 33/DP35933 ,27 Jul 2019 Sold $1.52M,10 Oct 2017 Sold $1.30M,"08 Aug 2017 Listed for Sale Guide $1,200,000 - $1,320,000",$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-grand-ave-west-ryde-nsw-2114-4514851,"9 Grand Ave, West Ryde",5,2,4,,647m2,$1.80M,$2.00M,House 2002 647m2 Residence Residential - A 3/310086 ,27 Jul 2019 Sold $1.94M,02 Jul 2019 Listed for Sale Sold by Nick Matulic-0403 037 529,02 Aug 2002 Sold $450k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-melville-st-west-ryde-nsw-2114-13037011,"20 Melville St, West Ryde",3,2,1,,606m2,$1.50M,$1.60M,House 1979 606m2 Residential - A 24/DP6582 ,20 Jul 2019 Sold $1.35M,"28 May 2019 Listed for Sale Buyers Guide $1,300,000 - $1,350,000",,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/31-marsden-rd-west-ryde-nsw-2114-12833593,"31 Marsden Rd, West Ryde",4,2,2,262m2,928m2,$1.50M,$1.60M,House 1960 262m2 928m2 Residential - A 13/DP39266 ,17 Jul 2019 Sold ,25 Mar 1988 Sold $125k,25 Mar 1988 Sold $125k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-66-brush-rd-west-ryde-nsw-2114-4054525,"1/66 Brush Rd, West Ryde",3,2,2,450m2,940m2,$900k,$1.00M,House 1986 450m2 940m2 Home Unit Residential - A 1/SP41838 ,15 Oct 2019 Listed for Rent $590 Per Week pw,12 Jul 2019 Sold $780k,16 Dec 2008 Sold $530k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-goodwin-st-west-ryde-nsw-2114-13117957,"7 Goodwin St, West Ryde",4,2,2,,614m2,$1.50M,$1.60M,House 1979 614m2 Residential - A 4/DP6582 ,08 Jul 2019 Sold ,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-jayne-st-west-ryde-nsw-2114-4323369,"6 Jayne St, West Ryde",3,3,4,213m2,1340m2,$1.60M,$1.80M,House 1960 213m2 1340m2 Residence Residential - A 13/28606 ,06 Jul 2019 Sold $1.32M,13 Jun 2019 Listed for Sale SOLD,01 Nov 2015 Rented $780,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/27-darwin-st-west-ryde-nsw-2114-13674726,"27 Darwin St, West Ryde",4,2,3,,999m2,$1.61M,$2.42M,House 1978 999m2 Residential - A ,05 Jul 2019 Sold $2.05M,15 Jun 2019 Listed for Rent $400 Per Week,23 Oct 2017 Rented $600,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-melville-st-west-ryde-nsw-2114-3287807,"21 Melville St, West Ryde",4,2,-,,658m2,$1.50M,$1.60M,House 1980 658m2 Residence Residential - A 27/6582 ,28 Jun 2019 Sold $1.18M,"14 Jun 2019 Listed for Sale Price Guide $1,200,000",12 Aug 2008 Sold $690k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-jayne-st-west-ryde-nsw-2114-13537792,"8 Jayne St, West Ryde",4,2,3,141m2,935m2,$1.60M,$1.80M,House 1950 141m2 935m2 Residential - A 15/DP28606 ,15 Jun 2019 Sold $1.55M,13 Nov 2017 Sold $1.73M,12 Sep 2017 Listed for Sale Contact Agent,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18a-moss-st-west-ryde-nsw-2114-19864633,"18a Moss St, West Ryde",5,2,1,,313m2,$900k,$1.00M,House 1978 313m2 Residential - A 39/DP1257 ,15 Jun 2019 Sold $1.33M,"14 May 2019 Listed for Sale $1,330,000",,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/986-victoria-rd-west-ryde-nsw-2114-12823653,"986 Victoria Rd, West Ryde",4,2,2,,111m2,$700k,$750k,House 1970 111m2 Residential - A 4/DP18687 ,12 Jun 2019 Sold ,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-benson-st-west-ryde-nsw-2114-4814944,"9 Benson St, West Ryde",5,3,2,,847m2,$1.60M,$1.80M,House 1999 847m2 Residential - A A/353057 ,05 Jun 2019 Sold ,31 Jan 2000 Sold $473k,25 Jan 1999 Sold $354k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/32-clarke-st-west-ryde-nsw-2114-4626184,"32 Clarke St, West Ryde",5,2,2,199m2,850m2,$1.60M,$1.80M,House 1930 199m2 850m2 Residence Residential - A 3/19560 ,31 May 2019 Sold $1.40M,27 Jan 2019 Listed for Sale Sold,18 Jun 2009 Sold $782k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-hughes-st-west-ryde-nsw-2114-2373682,"5 Hughes St, West Ryde",3,1,2,,701m2,$1.40M,$1.50M,House 1960 701m2 Residential - A B/357370 ,27 May 2019 Sold ,22 Jan 2016 Sold $412k,16 Jan 2008 Sold $650k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/56-griffiths-ave-west-ryde-nsw-2114-13286882,"56 Griffiths Ave, West Ryde",4,1,1,,499m2,$1.50M,$1.60M,House 1978 499m2 Residential - A 79/DP4825 ,25 May 2019 Sold $1.13M,29 Apr 2019 Listed for Sale Auction On Site 11.15am Saturday 25th May,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-wattle-st-west-ryde-nsw-2114-3655868,"5 Wattle St, West Ryde",2,1,4,105m2,682m2,$1.50M,$1.60M,House 1930 105m2 682m2 Residential - A 3/9903 ,23 May 2019 Sold ,06 Nov 2008 Sold $100k,14 Jul 2004 Sold $565k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/34-griffiths-ave-west-ryde-nsw-2114-13082855,"34 Griffiths Ave, West Ryde",3,1,1,,492m2,$1.10M,$1.20M,House 1978 492m2 Residential - A 71/DP4825 ,22 May 2019 Sold $960k,27 Jul 2018 Sold ,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-linton-ave-west-ryde-nsw-2114-13169007,"8 Linton Ave, West Ryde",3,1,1,,557m2,$1.30M,$1.40M,House 1986 557m2 Residential - A 102/DP8097 ,21 May 2019 Sold $1.01M,"26 Apr 2019 Listed for Sale Price guide $1,000,000",12 Dec 1986 Sold $93k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-griffiths-ave-west-ryde-nsw-2114-4377861,"7 Griffiths Ave, West Ryde",4,2,2,148m2,485m2,$1.40M,$1.50M,House 1930 148m2 485m2 Residence Residential - A 115/4825 ,18 May 2019 Sold $1.23M,12 Apr 2019 Listed for Sale Contact Agent,14 Jul 2003 Sold $630k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/146-darvall-rd-west-ryde-nsw-2114-12988481,"146 Darvall Rd, West Ryde",3,1,1,,541m2,$1.30M,$1.40M,House 1979 541m2 Residential - A 11/DP18889 ,08 May 2019 Sold ,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/92-parkes-st-west-ryde-nsw-2114-13456922,"92 Parkes St, West Ryde",4,2,4,197m2,904m2,$1.80M,$2.00M,House 1950 197m2 904m2 Residential - A 7/9996 ,04 May 2019 Sold $1.59M,20 Nov 2015 Listed for Sale Contact Agent,27 Oct 2014 Sold $1.49M,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/29-moss-st-west-ryde-nsw-2114-13707629,"29 Moss St, West Ryde",5,3,3,,624m2,$1.50M,$1.60M,House 1978 624m2 Residential - A 30/DP1257 ,04 May 2019 Sold $1.19M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-goodwin-st-west-ryde-nsw-2114-4593837,"21 Goodwin St, West Ryde",4,3,1,,342m2,$1.80M,$2.00M,House 1980 342m2 Residence Residential - A 2/13948 ,04 May 2019 Sold $1.68M,21 Mar 2019 Listed for Sale Contact Agent,10 Dec 2001 Sold $475k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25-anthony-rd-west-ryde-nsw-2114-2137665,"25 Anthony Rd, West Ryde",3,1,3,,982m2,$2.20M,$2.40M,House 1980 982m2 Residential - A 78/6272 ,03 May 2019 Sold $2.62M,28 Apr 2005 Sold $760k,01 Sep 1986 Sold $120k,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-clarke-st-west-ryde-nsw-2114-4748202,"33 Clarke St, West Ryde",5,3,2,,603m2,$2.00M,$2.20M,House 1920 603m2 Residence Residential - A 14/6582 ,03 May 2019 Sold $1,26 May 2010 Sold $1.02M,07 Feb 2001 Sold $415k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-clifton-st-west-ryde-nsw-2114-5946623,"17 Clifton St, West Ryde",3,2,1,160m2,675m2,$1.40M,$1.50M,House 1960 160m2 675m2 Residence Residential - A 38/35933 ,03 May 2019 Sold $1.28M,"25 Jan 2019 Listed for Sale SOLD | for $1,280,000",07 May 2010 Sold $749k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/46-dickson-ave-west-ryde-nsw-2114-2347900,"46 Dickson Ave, West Ryde",3,1,1,208m2,590m2,$1.60M,$1.80M,House 1950 208m2 590m2 Residential - A 315/16355 ,01 May 2019 Sold $1,13 Oct 2006 Sold $645k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/81-darvall-rd-west-ryde-nsw-2114-13721087,"81 Darvall Rd, West Ryde",3,1,1,,680m2,$1.40M,$1.50M,House 1980 680m2 Residential - A 81/35933 ,30 Apr 2019 Sold ,07 Mar 1997 Sold $220k,08 Jun 1989 Sold $198k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-herbert-st-west-ryde-nsw-2114-12814085,"18 Herbert St, West Ryde",3,1,1,,629m2,$1.50M,$1.60M,House 1980 629m2 Residential - A 1/173754 ,22 Jan 2019 Sold ,03 Oct 1997 Sold $270k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/15-federal-rd-west-ryde-nsw-2114-12704620,"15 Federal Rd, West Ryde",3,1,1,,921m2,$1.80M,$2.00M,House 1980 921m2 Residential - A B/DP400464 ,21 Dec 2018 Sold $1.80M,30 May 1980 Sold $50k,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-daphne-st-west-ryde-nsw-2114-12996619,"7 Daphne St, West Ryde",3,2,2,,1050m2,$1.50M,$1.60M,House 1980 1050m2 Residential - A 11/225274 ,19 Dec 2018 Sold $1.30M,26 Sep 2000 Sold $415k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-mons-ave-west-ryde-nsw-2114-13629267,"23 Mons Ave, West Ryde",4,4,1,90m2,581m2,$1.38M,$1.68M,House 1950 90m2 581m2 Residential - A 3/548051 ,05 Dec 2018 Sold $1.42M,28 Sep 2018 Listed for Sale **Under Contract**,05 Jul 2017 Sold $1.80M,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/85-darvall-rd-west-ryde-nsw-2114-3307431,"85 Darvall Rd, West Ryde",3,1,2,146m2,588m2,$1.37M,$1.68M,House 1970 146m2 588m2 Residence Residential - A 57/35933 ,02 Dec 2018 Sold $1.48M,24 Oct 2018 Listed for Sale For Sale Contact Agent,26 Aug 2013 Sold $894k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/888-victoria-rd-west-ryde-nsw-2114-4600596,"888 Victoria Rd, West Ryde",3,2,3,,494m2,$1.40M,$1.50M,House 2001 494m2 Residence Residential - A 1/513805 ,23 Nov 2018 Sold $1.06M,"10 Oct 2018 Listed for Sale $1,061,000",07 Aug 2001 Sold $280k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/52-bennett-st-west-ryde-nsw-2114-13692470,"52 Bennett St, West Ryde",5,2,1,221m2,604m2,$1.60M,$1.80M,House 1942 221m2 604m2 Residential - A 99/DP11061 ,21 Nov 2018 Sold $1.59M,31 Oct 2018 Listed for Sale Sold Prior To Auction,22 May 1979 Sold $62k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/36-20-herbert-st-west-ryde-nsw-2114-2078866,"36/20 Herbert St, West Ryde",2,2,1,76m2,2994m2,$500k,$550k,House 2004 76m2 2994m2 Residential - A 36/SP73465 ,19 Nov 2018 Sold $313k,22 Oct 2004 Sold $435k,11 Jul 2003 Sold $435k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-winbourne-st-west-ryde-nsw-2114-12700124,"18 Winbourne St, West Ryde",5,3,3,106m2,935m2,$1.50M,$1.60M,House 1960 106m2 935m2 Residential - A 1/536189 ,14 Nov 2018 Sold $1.39M,25 Aug 2018 Sold $1.46M,"06 Mar 2018 Listed for Sale $1,600,000 - $1,680,000",$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-adelaide-st-west-ryde-nsw-2114-2089398,"30 Adelaide St, West Ryde",2,2,1,,518m2,$1.30M,$1.40M,House 2004 518m2 Residential - A 1/963035 ,06 Nov 2018 Sold ,21 Dec 2004 Sold $516k,,$575/w,$650/w
