,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/41-chatham-rd-west-ryde-nsw-2114-11167561,"41 Chatham Rd, West Ryde",4,2,1,,816m2,$1.60M,$1.80M,House 1950 816m2 Residence Residential - A 137/11208 ,26 Oct 2016 Rented $580,26 Oct 2015 Rented $580,30 Sep 2015 Listed for Rent $620 per week,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-federal-rd-west-ryde-nsw-2114-16038959,"14 Federal Rd, West Ryde",3,1,1,834m2,828m2,$1.60M,$1.80M,House 1960 834m2 828m2 Residence Residential - A 17A/396081 ,06 Nov 2017 Listed for Rent $460 per week,19 Apr 2016 Rented $400,08 Mar 2016 Listed for Rent $460 per week,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-west-pde-west-ryde-nsw-2114-9238695,"6 West Pde, West Ryde",2,1,1,132m2,158m2,$1.53M,$1.87M,House 1977 132m2 158m2 Commercial Business - B 13/21393 ,31 May 2011 Sold $870k,26 Jun 1977 Sold $11k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-deakin-st-west-ryde-nsw-2114-4615512,"16 Deakin St, West Ryde",6,2,2,,759m2,$1.60M,$1.80M,House 1950 759m2 Residence Residential - A B/379431 ,11 Feb 2017 Rented $650,27 Jan 2017 Listed for Rent $650,30 May 2011 Sold $821k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6a-eulalia-st-west-ryde-nsw-2114-2193104,"6a Eulalia St, West Ryde",3,2,1,,379m2,$1.20M,$1.30M,House 1980 379m2 House Residential - A 2/DP503552 ,24 May 2011 Sold $650k,20 Sep 2005 Sold $500k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-forsyth-st-west-ryde-nsw-2114-11043563,"1 Forsyth St, West Ryde",4,1,2,,626m2,$1.60M,$1.80M,House 1940 626m2 Residence Residential - A 5/21452 ,18 May 2011 Sold $780k,04 Nov 1994 Sold $200k,25 Feb 1981 Sold $69k,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-mount-st-west-ryde-nsw-2114-10247317,"7 Mount St, West Ryde",3,2,1,,649m2,$1.50M,$1.60M,House 1960 649m2 Residence Residential - A C/340993 ,24 Feb 2015 Rented $595,18 Feb 2015 Listed for Rent $595.00 per week,13 May 2011 Sold $747k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/916-victoria-rd-west-ryde-nsw-2114-12139784,"916 Victoria Rd, West Ryde",2,1,1,,919m2,$1.40M,$2.11M,House 2011 919m2 Factory Industrial - I 2/564494 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-jayne-st-west-ryde-nsw-2114-5806377,"10 Jayne St, West Ryde",4,2,2,,930m2,$1.80M,$2.00M,House 1960 930m2 Residence Residential - A 17/28606 ,11 May 2011 Sold $1.09M,13 Nov 2009 Sold $900k,13 Apr 1983 Sold $140k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/11-mirool-st-west-ryde-nsw-2114-10253290,"11 Mirool St, West Ryde",4,2,1,149m2,683m2,$1.50M,$1.60M,House 1960 149m2 683m2 Residence Residential - A 224/23812 ,06 May 2011 Sold $890k,11 May 1981 Sold $106k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/39-bank-st-west-ryde-nsw-2114-11053920,"39 Bank St, West Ryde",2,1,2,245m2,455m2,$1.30M,$1.40M,House 2012 245m2 455m2 Residence Residential - A 4/8668 ,06 May 2011 Sold $551k,,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/29-goodwin-st-west-ryde-nsw-2114-11163769,"29 Goodwin St, West Ryde",3,2,2,162m2,854m2,$1.60M,$1.80M,House 1960 162m2 854m2 Residence Residential - A 2/508139 ,06 May 2011 Sold $859k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/116-brush-rd-west-ryde-nsw-2114-4332903,"116 Brush Rd, West Ryde",2,1,1,304m2,645m2,$2.00M,$2.20M,House 2012 304m2 645m2 Residence Residential - A 19/35774 ,21 Apr 2011 Sold $652k,03 Nov 2003 Sold $575k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/53-forsyth-st-west-ryde-nsw-2114-2413533,"53 Forsyth St, West Ryde",4,2,1,195m2,784m2,$1.80M,$2.00M,House 1980 195m2 784m2 Residence Residential - A 75/8097 ,20 Apr 2011 Sold $1.00M,09 Mar 2007 Sold $535k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-forsyth-st-west-ryde-nsw-2114-11085970,"3 Forsyth St, West Ryde",4,2,2,341m2,639m2,$2.00M,$2.20M,House 2013 341m2 639m2 Residence Residential - A 4/21452 ,15 Apr 2011 Sold $842k,24 Apr 1980 Sold $70k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-rex-st-west-ryde-nsw-2114-4601671,"4 Rex St, West Ryde",1,1,2,114m2,588m2,$1.02M,$1.53M,House 1960 114m2 588m2 Residence Residential - A 4/410618 ,15 Apr 2011 Sold $672k,11 May 2001 Sold $310k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-darvall-rd-west-ryde-nsw-2114-10256861,"65 Darvall Rd, West Ryde",4,2,1,,613m2,$1.20M,$1.30M,House 1955 613m2 Residence Residential - A D/24358 ,30 Mar 2011 Sold $625k,20 Nov 1985 Sold $94k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25-darwin-st-west-ryde-nsw-2114-4345396,"25 Darwin St, West Ryde",4,2,3,145m2,494m2,$1.50M,$1.60M,House 1950 145m2 494m2 Residence Residential - A 140/1043137 ,29 Mar 2011 Sold $860k,02 Oct 2003 Sold $660k,19 Mar 1993 Sold $230k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-dickson-ave-west-ryde-nsw-2114-4054747,"24 Dickson Ave, West Ryde",3,1,1,105m2,759m2,$1.50M,$1.60M,House 1940 105m2 759m2 Residence Residential - A 263/14255 ,12 Apr 2017 Rented $700,17 Aug 2016 Rented $700,28 Jul 2016 Listed for Rent $700,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/58-linton-ave-west-ryde-nsw-2114-9181926,"58 Linton Ave, West Ryde",3,2,3,,613m2,$1.60M,$1.80M,House 1995 613m2 Residence Residential - A 2/450290 ,24 Mar 2011 Sold $760k,20 Oct 1995 Sold $190k,,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-clifton-st-west-ryde-nsw-2114-2426357,"3 Clifton St, West Ryde",3,1,1,784m2,784m2,$1.00M,$1.10M,House 1950 784m2 784m2 Residence Residential - A 31/35933 ,16 May 2007 Sold $570k,,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1225-victoria-rd-west-ryde-nsw-2114-4815282,"1225 Victoria Rd, West Ryde",2,1,1,,681m2,$1.30M,$1.40M,House 1980 681m2 Residence Residential - A 25/128885 ,25 Nov 1999 Sold $65k,06 Dec 1991 Sold $146k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/24-hibble-st-west-ryde-nsw-2114-10261080,"24 Hibble St, West Ryde",3,1,1,119m2,639m2,$1.50M,$1.60M,House 1950 119m2 639m2 Residence Residential - A A/418113 ,,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/51-adelaide-st-west-ryde-nsw-2114-10247321,"51 Adelaide St, West Ryde",3,2,1,,418m2,$1.20M,$1.30M,House 1908 418m2 Residence Residential - A 1/830802 ,21 Feb 2011 Sold $781k,18 Jun 1997 Sold $252k,18 Jun 1993 Sold $233k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/81-parkes-st-west-ryde-nsw-2114-2286610,"81 Parkes St, West Ryde",3,1,1,150m2,429m2,$1.40M,$1.50M,House 1920 150m2 429m2 Residential - A 141/882419 ,18 Feb 2011 Sold $792k,19 Jun 2006 Sold $595k,03 May 1994 Sold $248k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65a-moss-st-west-ryde-nsw-2114-10253291,"65a Moss St, West Ryde",3,2,1,602m2,602m2,$1.50M,$1.60M,House 1960 602m2 602m2 Residence Residential - A A/358832 ,10 Feb 2011 Sold $830k,06 Aug 1997 Sold $340k,01 May 1993 Sold $188k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/27-gaza-rd-west-ryde-nsw-2114-4454609,"27 Gaza Rd, West Ryde",3,2,2,98m2,542m2,$1.30M,$1.40M,House 1960 98m2 542m2 Residence Residential - A 2/813740 ,08 Feb 2011 Sold $770k,22 Dec 2009 Sold $620k,29 Nov 2002 Sold $465k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/55-station-st-west-ryde-nsw-2114-4294532,"55 Station St, West Ryde",2,1,2,98m2,487m2,$1.10M,$1.20M,House 1950 98m2 487m2 Residence Residential - A Y/395403 ,04 Feb 2011 Sold $700k,20 Feb 2004 Sold $490k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/26-bennett-st-west-ryde-nsw-2114-10253289,"26 Bennett St, West Ryde",3,1,1,221m2,626m2,$1.40M,$1.50M,House 1920 221m2 626m2 Residence Residential - A 4/1257 ,01 Feb 2011 Sold $765k,31 Jan 1985 Sold $85k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-melville-st-west-ryde-nsw-2114-10253288,"33 Melville St, West Ryde",3,2,2,130m2,692m2,$1.60M,$1.80M,House 1930 130m2 692m2 Residence Residential - A 33/6582 ,28 Jan 2011 Sold $900k,10 May 2000 Sold $303k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/34-melville-st-west-ryde-nsw-2114-12905134,"34 Melville St, West Ryde",4,2,1,133m2,604m2,$1.60M,$1.80M,House 1900 133m2 604m2 Residence Residential - A 17/6582 ,25 Jan 2011 Sold $912k,07 Jul 1993 Sold $250k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/76-winbourne-st-e-west-ryde-nsw-2114-20309609,"76 Winbourne St E, West Ryde",3,1,3,,936m2,$1.34M,$2.01M,House 1980 936m2 ,21 Jan 2011 Sold $910k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-bencoolen-ave-west-ryde-nsw-2114-2325320,"20 Bencoolen Ave, West Ryde",4,2,2,242m2,706m2,$1.80M,$2.00M,House 1940 242m2 706m2 Residence Residential - A 203/12698 ,21 Jan 2011 Sold $1.21M,01 Sep 2006 Sold $770k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/56-hermitage-rd-west-ryde-nsw-2114-2541428,"56 Hermitage Rd, West Ryde",3,2,1,87m2,525m2,$1.30M,$1.40M,House 1940 87m2 525m2 Residence Residential - A 11/8041 ,17 Jan 2011 Sold $696k,16 Jan 2008 Sold $610k,26 Mar 1997 Sold $202k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/99-parkes-st-west-ryde-nsw-2114-11042191,"99 Parkes St, West Ryde",3,1,1,,449m2,$1.30M,$1.40M,House 1982 449m2 Residence Residential - A D/398499 ,22 Dec 2010 Sold $670k,29 Nov 1982 Sold $80k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/31-melville-st-west-ryde-nsw-2114-9256004,"31 Melville St, West Ryde",3,2,2,140m2,691m2,$1.50M,$1.60M,House 1960 140m2 691m2 Residence Residential - A 32/6582 ,22 Dec 2010 Sold $890k,12 Apr 2006 Sold $572k,03 Apr 2002 Sold $420k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-glenayr-ave-west-ryde-nsw-2114-4749183,"7 Glenayr Ave, West Ryde",3,2,1,150m2,481m2,$1.50M,$1.60M,House 1960 150m2 481m2 Residence Residential - A 102/19136 ,16 Dec 2010 Sold $817k,07 Sep 2000 Sold $412k,19 Dec 1994 Sold $240k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/15-75--77-anzac-ave-west-ryde-nsw-2114-9234592,"15/75-77 Anzac Ave, West Ryde",2,1,1,61m2,1622m2,$550k,$600k,House 1975 61m2 1622m2 Residential - A 15/SP10157 ,10 Dec 2010 Sold $390k,27 Nov 2007 Sold $250k,13 Feb 1985 Sold $48k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-deakin-st-west-ryde-nsw-2114-4815208,"2 Deakin St, West Ryde",3,1,2,,1012m2,$2.40M,$2.60M,House 1980 1012m2 Residence Residential - A 6/1095 ,09 Dec 2010 Sold $1.38M,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/66-anzac-ave-west-ryde-nsw-2114-10223941,"66 Anzac Ave, West Ryde",4,2,2,196m2,920m2,$2.00M,$2.20M,House 1920 196m2 920m2 Residence Residential - A 15/9903 ,06 Dec 2010 Sold $965k,24 Oct 1984 Sold $83k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/28-adelaide-st-west-ryde-nsw-2114-9259973,"28 Adelaide St, West Ryde",3,2,1,,411m2,$1.40M,$1.50M,House 1960 411m2 Residence Residential - A 1/1095791 ,29 Nov 2010 Sold $725k,31 Mar 1994 Sold $182k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-ryedale-rd-west-ryde-nsw-2114-11153476,"65 Ryedale Rd, West Ryde",1,1,4,145m2,247m2,$800k,$900k,House 1980 145m2 247m2 Commercial Business - B 1/900290 ,22 Nov 2010 Sold $682k,14 Dec 1987 Sold $200k,11 Jun 1981 Sold $94k,$300/w,$350/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/32-griffiths-ave-west-ryde-nsw-2114-9181288,"32 Griffiths Ave, West Ryde",2,1,3,,495m2,$1.30M,$1.40M,House 1960 495m2 Residence Residential - A 70/4825 ,09 Aug 2016 Listed for Rent Rent By Negotiation $500-$550,01 Nov 2010 Sold $695k,26 Aug 1998 Sold $275k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1179-victoria-rd-west-ryde-nsw-2114-4669173,"1179 Victoria Rd, West Ryde",3,1,1,123m2,538m2,$1.20M,$1.30M,House 1910 123m2 538m2 Residence Residential - A 5/18889 ,29 Oct 2010 Sold $568k,09 Oct 1992 Sold $169k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-murray-st-west-ryde-nsw-2114-4748280,"8 Murray St, West Ryde",2,1,1,,406m2,$1.20M,$1.30M,House 1980 406m2 Residence Residential - A 1/878747 ,29 Oct 2010 Sold $662k,28 Jun 2002 Sold $416k,03 Aug 2000 Sold $280k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-sindel-st-west-ryde-nsw-2114-2176785,"5 Sindel St, West Ryde",3,1,1,104m2,563m2,$1.30M,$1.40M,House 1960 104m2 563m2 Residence Residential - A 61/35933 ,25 Oct 2010 Sold $775k,12 Aug 2005 Sold $490k,10 Jul 1998 Sold $262k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/60-anzac-ave-west-ryde-nsw-2114-10233769,"60 Anzac Ave, West Ryde",3,2,1,207m2,809m2,$1.80M,$2.00M,House 1925 207m2 809m2 Residence Residential - A 4/650384 ,20 Oct 2010 Sold $1.00M,15 Aug 1979 Sold $57k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-mirool-st-west-ryde-nsw-2114-2327604,"6 Mirool St, West Ryde",4,2,1,205m2,689m2,$1.60M,$1.80M,House 1950 205m2 689m2 Residence Residential - A 212/23812 ,16 Jul 2007 Sold $815k,13 Dec 2005 Sold $725k,16 Nov 1983 Sold $107k,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/64-dickson-ave-west-ryde-nsw-2114-2517019,"64 Dickson Ave, West Ryde",2,1,1,116m2,591m2,$1.40M,$1.50M,House 1935 116m2 591m2 House Residential - A 306/16355 ,05 Oct 2010 Sold $740k,12 Nov 2007 Sold $665k,27 Jan 1998 Sold $298k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/10-winbourne-st-west-ryde-nsw-2114-19198939,"10 Winbourne St, West Ryde",4,2,1,123m2,556m2,$1.50M,$1.60M,House 1960 123m2 556m2 Residential - A 1/29582 ,20 Sep 2010 Sold $740k,11 Apr 1988 Sold $158k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3a-griffiths-ave-west-ryde-nsw-2114-9113321,"3a Griffiths Ave, West Ryde",4,3,2,140m2,479m2,$1.60M,$1.80M,House 1950 140m2 479m2 Residence Residential - A 117/DP4825 ,20 Sep 2010 Sold $902k,,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-chatham-rd-west-ryde-nsw-2114-9124789,"16 Chatham Rd, West Ryde",3,1,1,,610m2,$1.40M,$1.50M,House 1950 610m2 Residence Residential - A B/369544 ,20 Sep 2010 Sold $850k,23 Jul 1993 Sold $261k,27 Oct 1980 Sold $93k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1041-victoria-rd-west-ryde-nsw-2114-9243864,"1041 Victoria Rd, West Ryde",2,1,1,,164m2,$1.07M,$1.61M,House 2010 164m2 Shop Business - B F/19370 ,14 Sep 2010 Sold $183k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1a-mellor-st-west-ryde-nsw-2114-8171428,"1a Mellor St, West Ryde",3,2,2,150m2,592m2,$1.77M,$2.65M,House 1987 150m2 592m2 Industrial Industrial - I 2/590216 ,10 Sep 2010 Sold $1.38M,01 Jul 2008 Sold $500k,19 Jan 1996 Sold $695k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-herbert-st-west-ryde-nsw-2114-4539495,"12 Herbert St, West Ryde",3,1,1,90m2,482m2,$1.40M,$1.50M,House 1955 90m2 482m2 Residence Residential - A 4/173754 ,08 Sep 2010 Sold $780k,31 May 2002 Sold $516k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/37-melville-st-west-ryde-nsw-2114-10225834,"37 Melville St, West Ryde",5,4,1,357m2,689m2,$1.80M,$2.00M,House 1960 357m2 689m2 Residence Residential - A 35/6582 ,,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/61-forsyth-st-west-ryde-nsw-2114-9262639,"61 Forsyth St, West Ryde",5,2,1,100m2,537m2,$1.60M,$1.80M,House 1900 100m2 537m2 Residence Residential - A 1/900778 ,15 Jan 1986 Sold $83k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/35-bennett-st-west-ryde-nsw-2114-9113320,"35 Bennett St, West Ryde",3,1,2,109m2,613m2,$1.80M,$2.00M,House 1960 109m2 613m2 Residence Residential - A 75/11061 ,23 Aug 2010 Sold $793k,07 Jul 1997 Sold $260k,26 Apr 1989 Sold $226k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/18-moss-st-west-ryde-nsw-2114-8336665,"18 Moss St, West Ryde",4,2,1,174m2,627m2,$1.33M,$1.62M,House 2015 174m2 627m2 Residence Residential - A 39/1257 ,13 Aug 2016 Rented $790,21 Jul 2015 Listed for Rent $800 - $850 per week,20 Aug 2010 Sold $735k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/28-hay-st-west-ryde-nsw-2114-2245882,"28 Hay St, West Ryde",3,1,1,,600m2,$1.40M,$1.50M,House 1960 600m2 Residence Residential - A 3/18183 ,23 Dec 2005 Sold $510k,30 Sep 1994 Sold $192k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1004-victoria-rd-west-ryde-nsw-2114-5824297,"1004 Victoria Rd, West Ryde",-,1,-,146m2,229m2,$750k,$800k,House 1993 146m2 229m2 Shop Business - B 9/16642 ,13 Aug 2010 Sold $630k,07 May 1993 Sold $450k,,$250/w,$300/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/42-adelaide-st-west-ryde-nsw-2114-9184266,"42 Adelaide St, West Ryde",2,1,1,95m2,1011m2,$1.60M,$1.80M,House 1940 95m2 1011m2 Residence Residential - A 11/4516 ,28 Jul 2010 Sold $935k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-adelaide-st-west-ryde-nsw-2114-5946628,"17 Adelaide St, West Ryde",4,1,2,,613m2,$1.50M,$1.60M,House 1925 613m2 Residence Residential - A 13/10400 ,26 Jul 2010 Sold $850k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-hughes-st-west-ryde-nsw-2114-9184516,"22 Hughes St, West Ryde",3,1,1,115m2,652m2,$1.40M,$1.50M,House 1950 115m2 652m2 Residence Residential - A 101/732736 ,,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9a-forster-st-west-ryde-nsw-2114-9113323,"9a Forster St, West Ryde",3,1,1,180m2,581m2,$1.40M,$1.50M,House 1970 180m2 581m2 Residence Residential - A 1/DP523833 ,22 Jul 2010 Sold $800k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/100-winbourne-st-west-ryde-nsw-2114-2199935,"100 Winbourne St, West Ryde",3,1,1,283m2,531m2,$1.50M,$1.60M,House 1980 283m2 531m2 Residence Residential - A 2/27511 ,16 Jul 2010 Sold $720k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-moira-ave-west-ryde-nsw-2114-2102059,"2 Moira Ave, West Ryde",3,1,2,,765m2,$1.60M,$1.80M,House 1920 765m2 Residence Residential - A 4/11086 ,12 Jul 2010 Sold $900k,27 Jan 2005 Sold $560k,22 Nov 1985 Sold $99k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-clifton-st-west-ryde-nsw-2114-2115593,"6 Clifton St, West Ryde",3,3,1,374m2,746m2,$1.60M,$1.80M,House 2013 374m2 746m2 Residence Residential - A 48/35933 ,08 Jul 2010 Sold ,21 Dec 2004 Sold $575k,03 May 1984 Sold $80k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-benson-st-west-ryde-nsw-2114-2319175,"21 Benson St, West Ryde",4,3,2,320m2,641m2,$2.00M,$2.20M,House 2000 320m2 641m2 Residence Residential - A 3/511422 ,05 Jul 2010 Sold $1.17M,09 Aug 2006 Sold $955k,,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-46-farnell-st-west-ryde-nsw-2114-9128749,"1/46 Farnell St, West Ryde",3,2,2,,1100m2,$900k,$1.00M,House 1997 1100m2 Residential - A 1/SP55500 ,27 Mar 2015 Rented $600,13 Aug 2014 Rented $600,10 Jul 2014 Rented $600,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/84-hermitage-rd-west-ryde-nsw-2114-8191955,"84 Hermitage Rd, West Ryde",-,2,-,,585m2,$1.08M,$1.62M,House 1994 585m2 Commercial Industrial - I 11/24562 ,29 Jun 2010 Sold $650k,30 Sep 1994 Sold $315k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/88-hermitage-rd-west-ryde-nsw-2114-8206935,"88 Hermitage Rd, West Ryde",-,-,-,,645m2,$1.22M,$1.83M,House 645m2 Commercial Industrial - I 4/966653 ,29 Jun 2010 Sold $750k,29 Jun 1993 Sold $390k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/45-terry-rd-west-ryde-nsw-2114-6883387,"45 Terry Rd, West Ryde",3,1,1,157m2,771m2,$1.60M,$1.80M,House 1910 157m2 771m2 Residence Residential - A A/386339 ,24 Jun 2010 Sold $982k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/51-ryedale-rd-west-ryde-nsw-2114-4984045,"51 Ryedale Rd, West Ryde",3,1,2,,227m2,$1.34M,$1.64M,House 1980 227m2 Residence Business - B 2/508394 ,17 Jun 2010 Sold $710k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1229-victoria-rd-west-ryde-nsw-2114-4723167,"1229 Victoria Rd, West Ryde",3,1,4,144m2,556m2,$1.20M,$1.30M,House 1960 144m2 556m2 Residence Residential - A 24/128885 ,09 Jun 2010 Sold $590k,09 Apr 2001 Sold $275k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/59-anzac-ave-west-ryde-nsw-2114-2204130,"59 Anzac Ave, West Ryde",7,6,2,449m2,809m2,$2.40M,$2.60M,House 2000 449m2 809m2 Residence Residential - A 11/11340 ,08 Jun 2010 Sold $1.33M,24 Oct 2005 Sold $1.10M,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/67-forsyth-st-west-ryde-nsw-2114-9099216,"67 Forsyth St, West Ryde",3,1,1,130m2,502m2,$1.40M,$1.50M,House 1905 130m2 502m2 Residence Residential - A 1/902526 ,05 Sep 1991 Sold $210k,12 Sep 1986 Sold $95k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/133-constitution-rd-w-west-ryde-nsw-2114-14029007,"133 Constitution Rd W, West Ryde",3,1,1,135m2,509m2,$1.24M,$1.85M,House 1930 135m2 509m2 Residence Residential - A 1/833747 ,25 May 2010 Sold $832k,15 Jan 2003 Sold $522k,08 Apr 1994 Sold $168k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-sindel-st-west-ryde-nsw-2114-5946624,"9 Sindel St, West Ryde",3,2,1,,568m2,$1.40M,$1.50M,House 1960 568m2 Residence Residential - A 63/35933 ,,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-grand-ave-west-ryde-nsw-2114-5906956,"6 Grand Ave, West Ryde",3,1,1,266m2,1011m2,$2.60M,$2.80M,House 2016 266m2 1011m2 Residence Residential - A 18/4516 ,14 May 2010 Sold $887k,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/43-chatham-rd-west-ryde-nsw-2114-5922056,"43 Chatham Rd, West Ryde",4,2,1,,822m2,$1.60M,$1.80M,House 1955 822m2 Residence Residential - A 136/11208 ,10 May 2010 Sold $952k,10 Mar 1982 Sold $105k,,$650/w,$750/w
